trial,method,detected_time,EDD,ChangeType,ChangeParam,Distribution
403,LL23,405,205.0,inflation,1.4,Gaussian
403,A19,195,-5.0,inflation,1.4,Gaussian
404,Our,212,12.0,inflation,1.4,Gaussian
404,LL23,383,183.0,inflation,1.4,Gaussian
404,A19,219,19.0,inflation,1.4,Gaussian
405,Our,212,12.0,inflation,1.4,Gaussian
405,LL23,315,115.0,inflation,1.4,Gaussian
405,A19,225,25.0,inflation,1.4,Gaussian
406,Our,212,12.0,inflation,1.4,Gaussian
406,LL23,236,36.0,inflation,1.4,Gaussian
406,A19,222,22.0,inflation,1.4,Gaussian
407,Our,214,14.0,inflation,1.4,Gaussian
407,LL23,282,82.0,inflation,1.4,Gaussian
407,A19,257,57.0,inflation,1.4,Gaussian
408,Our,215,15.0,inflation,1.4,Gaussian
408,LL23,224,24.0,inflation,1.4,Gaussian
408,A19,219,19.0,inflation,1.4,Gaussian
409,Our,211,11.0,inflation,1.4,Gaussian
409,LL23,218,18.0,inflation,1.4,Gaussian
409,A19,216,16.0,inflation,1.4,Gaussian
410,Our,218,18.0,inflation,1.4,Gaussian
410,LL23,307,107.0,inflation,1.4,Gaussian
410,A19,229,29.0,inflation,1.4,Gaussian
411,Our,209,9.0,inflation,1.4,Gaussian
411,LL23,303,103.0,inflation,1.4,Gaussian
411,A19,231,31.0,inflation,1.4,Gaussian
412,Our,209,9.0,inflation,1.4,Gaussian
412,LL23,302,102.0,inflation,1.4,Gaussian
412,A19,266,66.0,inflation,1.4,Gaussian
413,Our,211,11.0,inflation,1.4,Gaussian
413,LL23,228,28.0,inflation,1.4,Gaussian
413,A19,214,14.0,inflation,1.4,Gaussian
414,Our,215,15.0,inflation,1.4,Gaussian
414,LL23,390,190.0,inflation,1.4,Gaussian
414,A19,236,36.0,inflation,1.4,Gaussian
415,Our,216,16.0,inflation,1.4,Gaussian
415,LL23,233,33.0,inflation,1.4,Gaussian
415,A19,159,-41.0,inflation,1.4,Gaussian
416,Our,212,12.0,inflation,1.4,Gaussian
416,LL23,717,517.0,inflation,1.4,Gaussian
416,A19,229,29.0,inflation,1.4,Gaussian
417,Our,225,25.0,inflation,1.4,Gaussian
417,LL23,216,16.0,inflation,1.4,Gaussian
417,A19,229,29.0,inflation,1.4,Gaussian
418,Our,211,11.0,inflation,1.4,Gaussian
418,LL23,309,109.0,inflation,1.4,Gaussian
418,A19,217,17.0,inflation,1.4,Gaussian
419,Our,215,15.0,inflation,1.4,Gaussian
419,LL23,306,106.0,inflation,1.4,Gaussian
419,A19,145,-55.0,inflation,1.4,Gaussian
420,Our,223,23.0,inflation,1.4,Gaussian
420,LL23,521,321.0,inflation,1.4,Gaussian
420,A19,233,33.0,inflation,1.4,Gaussian
421,Our,215,15.0,inflation,1.4,Gaussian
421,LL23,231,31.0,inflation,1.4,Gaussian
421,A19,233,33.0,inflation,1.4,Gaussian
422,Our,215,15.0,inflation,1.4,Gaussian
422,LL23,227,27.0,inflation,1.4,Gaussian
422,A19,219,19.0,inflation,1.4,Gaussian
423,Our,218,18.0,inflation,1.4,Gaussian
423,LL23,343,143.0,inflation,1.4,Gaussian
423,A19,237,37.0,inflation,1.4,Gaussian
424,Our,225,25.0,inflation,1.4,Gaussian
424,LL23,234,34.0,inflation,1.4,Gaussian
424,A19,232,32.0,inflation,1.4,Gaussian
425,Our,207,7.0,inflation,1.4,Gaussian
425,LL23,273,73.0,inflation,1.4,Gaussian
425,A19,225,25.0,inflation,1.4,Gaussian
426,Our,212,12.0,inflation,1.4,Gaussian
426,LL23,258,58.0,inflation,1.4,Gaussian
426,A19,209,9.0,inflation,1.4,Gaussian
427,Our,218,18.0,inflation,1.4,Gaussian
427,LL23,239,39.0,inflation,1.4,Gaussian
427,A19,225,25.0,inflation,1.4,Gaussian
428,Our,214,14.0,inflation,1.4,Gaussian
428,LL23,388,188.0,inflation,1.4,Gaussian
428,A19,247,47.0,inflation,1.4,Gaussian
429,Our,207,7.0,inflation,1.4,Gaussian
429,LL23,256,56.0,inflation,1.4,Gaussian
429,A19,216,16.0,inflation,1.4,Gaussian
430,Our,223,23.0,inflation,1.4,Gaussian
430,LL23,160,-40.0,inflation,1.4,Gaussian
430,A19,244,44.0,inflation,1.4,Gaussian
431,Our,211,11.0,inflation,1.4,Gaussian
431,LL23,315,115.0,inflation,1.4,Gaussian
431,A19,263,63.0,inflation,1.4,Gaussian
432,Our,216,16.0,inflation,1.4,Gaussian
432,LL23,241,41.0,inflation,1.4,Gaussian
432,A19,198,-2.0,inflation,1.4,Gaussian
433,Our,208,8.0,inflation,1.4,Gaussian
433,LL23,225,25.0,inflation,1.4,Gaussian
433,A19,215,15.0,inflation,1.4,Gaussian
434,Our,212,12.0,inflation,1.4,Gaussian
434,LL23,291,91.0,inflation,1.4,Gaussian
434,A19,249,49.0,inflation,1.4,Gaussian
435,Our,216,16.0,inflation,1.4,Gaussian
435,LL23,418,218.0,inflation,1.4,Gaussian
435,A19,190,-10.0,inflation,1.4,Gaussian
436,Our,212,12.0,inflation,1.4,Gaussian
436,LL23,482,282.0,inflation,1.4,Gaussian
436,A19,233,33.0,inflation,1.4,Gaussian
437,Our,214,14.0,inflation,1.4,Gaussian
437,LL23,246,46.0,inflation,1.4,Gaussian
437,A19,221,21.0,inflation,1.4,Gaussian
438,Our,210,10.0,inflation,1.4,Gaussian
438,LL23,291,91.0,inflation,1.4,Gaussian
438,A19,214,14.0,inflation,1.4,Gaussian
439,Our,207,7.0,inflation,1.4,Gaussian
439,LL23,351,151.0,inflation,1.4,Gaussian
439,A19,177,-23.0,inflation,1.4,Gaussian
440,Our,208,8.0,inflation,1.4,Gaussian
440,LL23,392,192.0,inflation,1.4,Gaussian
440,A19,205,5.0,inflation,1.4,Gaussian
441,Our,212,12.0,inflation,1.4,Gaussian
441,LL23,266,66.0,inflation,1.4,Gaussian
441,A19,204,4.0,inflation,1.4,Gaussian
442,Our,215,15.0,inflation,1.4,Gaussian
442,LL23,252,52.0,inflation,1.4,Gaussian
442,A19,212,12.0,inflation,1.4,Gaussian
443,Our,210,10.0,inflation,1.4,Gaussian
443,LL23,279,79.0,inflation,1.4,Gaussian
443,A19,228,28.0,inflation,1.4,Gaussian
444,Our,205,5.0,inflation,1.4,Gaussian
444,LL23,321,121.0,inflation,1.4,Gaussian
444,A19,231,31.0,inflation,1.4,Gaussian
445,Our,218,18.0,inflation,1.4,Gaussian
445,LL23,344,144.0,inflation,1.4,Gaussian
445,A19,250,50.0,inflation,1.4,Gaussian
446,Our,214,14.0,inflation,1.4,Gaussian
446,LL23,231,31.0,inflation,1.4,Gaussian
446,A19,213,13.0,inflation,1.4,Gaussian
447,Our,217,17.0,inflation,1.4,Gaussian
447,LL23,265,65.0,inflation,1.4,Gaussian
447,A19,237,37.0,inflation,1.4,Gaussian
448,Our,219,19.0,inflation,1.4,Gaussian
448,LL23,289,89.0,inflation,1.4,Gaussian
448,A19,156,-44.0,inflation,1.4,Gaussian
449,Our,215,15.0,inflation,1.4,Gaussian
449,LL23,245,45.0,inflation,1.4,Gaussian
449,A19,233,33.0,inflation,1.4,Gaussian
450,Our,211,11.0,inflation,1.4,Gaussian
450,LL23,481,281.0,inflation,1.4,Gaussian
450,A19,216,16.0,inflation,1.4,Gaussian
451,Our,215,15.0,inflation,1.4,Gaussian
451,LL23,212,12.0,inflation,1.4,Gaussian
451,A19,227,27.0,inflation,1.4,Gaussian
452,Our,217,17.0,inflation,1.4,Gaussian
452,LL23,340,140.0,inflation,1.4,Gaussian
452,A19,261,61.0,inflation,1.4,Gaussian
453,Our,214,14.0,inflation,1.4,Gaussian
453,LL23,278,78.0,inflation,1.4,Gaussian
453,A19,238,38.0,inflation,1.4,Gaussian
454,Our,215,15.0,inflation,1.4,Gaussian
454,LL23,322,122.0,inflation,1.4,Gaussian
454,A19,250,50.0,inflation,1.4,Gaussian
455,Our,220,20.0,inflation,1.4,Gaussian
455,LL23,543,343.0,inflation,1.4,Gaussian
455,A19,241,41.0,inflation,1.4,Gaussian
456,Our,208,8.0,inflation,1.4,Gaussian
456,LL23,288,88.0,inflation,1.4,Gaussian
456,A19,159,-41.0,inflation,1.4,Gaussian
457,Our,216,16.0,inflation,1.4,Gaussian
457,LL23,243,43.0,inflation,1.4,Gaussian
457,A19,230,30.0,inflation,1.4,Gaussian
458,Our,209,9.0,inflation,1.4,Gaussian
458,LL23,251,51.0,inflation,1.4,Gaussian
458,A19,214,14.0,inflation,1.4,Gaussian
459,Our,209,9.0,inflation,1.4,Gaussian
459,LL23,342,142.0,inflation,1.4,Gaussian
459,A19,219,19.0,inflation,1.4,Gaussian
460,Our,224,24.0,inflation,1.4,Gaussian
460,LL23,381,181.0,inflation,1.4,Gaussian
460,A19,223,23.0,inflation,1.4,Gaussian
461,Our,209,9.0,inflation,1.4,Gaussian
461,LL23,305,105.0,inflation,1.4,Gaussian
461,A19,217,17.0,inflation,1.4,Gaussian
462,Our,209,9.0,inflation,1.4,Gaussian
462,LL23,233,33.0,inflation,1.4,Gaussian
462,A19,204,4.0,inflation,1.4,Gaussian
463,Our,217,17.0,inflation,1.4,Gaussian
463,LL23,601,401.0,inflation,1.4,Gaussian
463,A19,251,51.0,inflation,1.4,Gaussian
464,Our,217,17.0,inflation,1.4,Gaussian
464,LL23,369,169.0,inflation,1.4,Gaussian
464,A19,146,-54.0,inflation,1.4,Gaussian
465,Our,208,8.0,inflation,1.4,Gaussian
465,LL23,504,304.0,inflation,1.4,Gaussian
465,A19,243,43.0,inflation,1.4,Gaussian
466,Our,215,15.0,inflation,1.4,Gaussian
466,LL23,342,142.0,inflation,1.4,Gaussian
466,A19,226,26.0,inflation,1.4,Gaussian
467,Our,207,7.0,inflation,1.4,Gaussian
467,LL23,334,134.0,inflation,1.4,Gaussian
467,A19,238,38.0,inflation,1.4,Gaussian
468,Our,216,16.0,inflation,1.4,Gaussian
468,LL23,454,254.0,inflation,1.4,Gaussian
468,A19,244,44.0,inflation,1.4,Gaussian
469,Our,208,8.0,inflation,1.4,Gaussian
469,LL23,362,162.0,inflation,1.4,Gaussian
469,A19,224,24.0,inflation,1.4,Gaussian
470,Our,211,11.0,inflation,1.4,Gaussian
470,LL23,326,126.0,inflation,1.4,Gaussian
470,A19,216,16.0,inflation,1.4,Gaussian
471,Our,207,7.0,inflation,1.4,Gaussian
471,LL23,213,13.0,inflation,1.4,Gaussian
471,A19,207,7.0,inflation,1.4,Gaussian
472,Our,221,21.0,inflation,1.4,Gaussian
472,LL23,260,60.0,inflation,1.4,Gaussian
472,A19,254,54.0,inflation,1.4,Gaussian
473,Our,207,7.0,inflation,1.4,Gaussian
473,LL23,290,90.0,inflation,1.4,Gaussian
473,A19,245,45.0,inflation,1.4,Gaussian
474,Our,212,12.0,inflation,1.4,Gaussian
474,LL23,399,199.0,inflation,1.4,Gaussian
474,A19,230,30.0,inflation,1.4,Gaussian
475,Our,222,22.0,inflation,1.4,Gaussian
475,LL23,350,150.0,inflation,1.4,Gaussian
475,A19,245,45.0,inflation,1.4,Gaussian
476,Our,208,8.0,inflation,1.4,Gaussian
476,LL23,349,149.0,inflation,1.4,Gaussian
476,A19,215,15.0,inflation,1.4,Gaussian
477,Our,214,14.0,inflation,1.4,Gaussian
477,LL23,282,82.0,inflation,1.4,Gaussian
477,A19,229,29.0,inflation,1.4,Gaussian
478,Our,207,7.0,inflation,1.4,Gaussian
478,LL23,217,17.0,inflation,1.4,Gaussian
478,A19,215,15.0,inflation,1.4,Gaussian
479,Our,213,13.0,inflation,1.4,Gaussian
479,LL23,230,30.0,inflation,1.4,Gaussian
479,A19,228,28.0,inflation,1.4,Gaussian
480,Our,211,11.0,inflation,1.4,Gaussian
480,LL23,275,75.0,inflation,1.4,Gaussian
480,A19,208,8.0,inflation,1.4,Gaussian
481,Our,217,17.0,inflation,1.4,Gaussian
481,LL23,308,108.0,inflation,1.4,Gaussian
481,A19,211,11.0,inflation,1.4,Gaussian
482,Our,216,16.0,inflation,1.4,Gaussian
482,LL23,615,415.0,inflation,1.4,Gaussian
482,A19,226,26.0,inflation,1.4,Gaussian
483,Our,218,18.0,inflation,1.4,Gaussian
483,LL23,251,51.0,inflation,1.4,Gaussian
483,A19,135,-65.0,inflation,1.4,Gaussian
484,Our,217,17.0,inflation,1.4,Gaussian
484,LL23,308,108.0,inflation,1.4,Gaussian
484,A19,160,-40.0,inflation,1.4,Gaussian
485,Our,212,12.0,inflation,1.4,Gaussian
485,LL23,343,143.0,inflation,1.4,Gaussian
485,A19,234,34.0,inflation,1.4,Gaussian
486,Our,220,20.0,inflation,1.4,Gaussian
486,LL23,214,14.0,inflation,1.4,Gaussian
486,A19,213,13.0,inflation,1.4,Gaussian
487,Our,214,14.0,inflation,1.4,Gaussian
487,LL23,348,148.0,inflation,1.4,Gaussian
487,A19,230,30.0,inflation,1.4,Gaussian
488,Our,210,10.0,inflation,1.4,Gaussian
488,LL23,271,71.0,inflation,1.4,Gaussian
488,A19,220,20.0,inflation,1.4,Gaussian
489,Our,213,13.0,inflation,1.4,Gaussian
489,LL23,266,66.0,inflation,1.4,Gaussian
489,A19,226,26.0,inflation,1.4,Gaussian
490,Our,210,10.0,inflation,1.4,Gaussian
490,LL23,252,52.0,inflation,1.4,Gaussian
490,A19,212,12.0,inflation,1.4,Gaussian
491,Our,207,7.0,inflation,1.4,Gaussian
491,LL23,289,89.0,inflation,1.4,Gaussian
491,A19,227,27.0,inflation,1.4,Gaussian
492,Our,207,7.0,inflation,1.4,Gaussian
492,LL23,275,75.0,inflation,1.4,Gaussian
492,A19,218,18.0,inflation,1.4,Gaussian
493,Our,211,11.0,inflation,1.4,Gaussian
493,LL23,266,66.0,inflation,1.4,Gaussian
493,A19,221,21.0,inflation,1.4,Gaussian
494,Our,209,9.0,inflation,1.4,Gaussian
494,LL23,499,299.0,inflation,1.4,Gaussian
494,A19,247,47.0,inflation,1.4,Gaussian
495,Our,211,11.0,inflation,1.4,Gaussian
495,LL23,215,15.0,inflation,1.4,Gaussian
495,A19,209,9.0,inflation,1.4,Gaussian
496,Our,220,20.0,inflation,1.4,Gaussian
496,LL23,322,122.0,inflation,1.4,Gaussian
496,A19,236,36.0,inflation,1.4,Gaussian
497,Our,206,6.0,inflation,1.4,Gaussian
497,LL23,294,94.0,inflation,1.4,Gaussian
497,A19,245,45.0,inflation,1.4,Gaussian
498,Our,219,19.0,inflation,1.4,Gaussian
498,LL23,279,79.0,inflation,1.4,Gaussian
498,A19,222,22.0,inflation,1.4,Gaussian
499,Our,210,10.0,inflation,1.4,Gaussian
499,LL23,310,110.0,inflation,1.4,Gaussian
499,A19,233,33.0,inflation,1.4,Gaussian
500,Our,217,17.0,inflation,1.4,Gaussian
500,LL23,427,227.0,inflation,1.4,Gaussian
500,A19,134,-66.0,inflation,1.4,Gaussian
1,Our,213,13.0,inflation,1.5,Gaussian
1,LL23,311,111.0,inflation,1.5,Gaussian
1,A19,211,11.0,inflation,1.5,Gaussian
2,Our,208,8.0,inflation,1.5,Gaussian
2,LL23,296,96.0,inflation,1.5,Gaussian
2,A19,211,11.0,inflation,1.5,Gaussian
3,Our,209,9.0,inflation,1.5,Gaussian
3,LL23,217,17.0,inflation,1.5,Gaussian
3,A19,220,20.0,inflation,1.5,Gaussian
4,Our,203,3.0,inflation,1.5,Gaussian
4,LL23,238,38.0,inflation,1.5,Gaussian
4,A19,132,-68.0,inflation,1.5,Gaussian
5,Our,205,5.0,inflation,1.5,Gaussian
5,LL23,268,68.0,inflation,1.5,Gaussian
5,A19,238,38.0,inflation,1.5,Gaussian
6,Our,208,8.0,inflation,1.5,Gaussian
6,LL23,238,38.0,inflation,1.5,Gaussian
6,A19,205,5.0,inflation,1.5,Gaussian
7,Our,207,7.0,inflation,1.5,Gaussian
7,LL23,239,39.0,inflation,1.5,Gaussian
7,A19,222,22.0,inflation,1.5,Gaussian
8,Our,207,7.0,inflation,1.5,Gaussian
8,LL23,447,247.0,inflation,1.5,Gaussian
8,A19,179,-21.0,inflation,1.5,Gaussian
9,Our,214,14.0,inflation,1.5,Gaussian
9,LL23,418,218.0,inflation,1.5,Gaussian
9,A19,133,-67.0,inflation,1.5,Gaussian
10,Our,209,9.0,inflation,1.5,Gaussian
10,LL23,339,139.0,inflation,1.5,Gaussian
10,A19,231,31.0,inflation,1.5,Gaussian
11,Our,190,-10.0,inflation,1.5,Gaussian
11,LL23,242,42.0,inflation,1.5,Gaussian
11,A19,219,19.0,inflation,1.5,Gaussian
12,Our,209,9.0,inflation,1.5,Gaussian
12,LL23,338,138.0,inflation,1.5,Gaussian
12,A19,220,20.0,inflation,1.5,Gaussian
13,Our,214,14.0,inflation,1.5,Gaussian
13,LL23,253,53.0,inflation,1.5,Gaussian
13,A19,227,27.0,inflation,1.5,Gaussian
14,Our,216,16.0,inflation,1.5,Gaussian
14,LL23,279,79.0,inflation,1.5,Gaussian
14,A19,221,21.0,inflation,1.5,Gaussian
15,Our,205,5.0,inflation,1.5,Gaussian
15,LL23,218,18.0,inflation,1.5,Gaussian
15,A19,207,7.0,inflation,1.5,Gaussian
16,Our,212,12.0,inflation,1.5,Gaussian
16,LL23,230,30.0,inflation,1.5,Gaussian
16,A19,217,17.0,inflation,1.5,Gaussian
17,Our,206,6.0,inflation,1.5,Gaussian
17,LL23,358,158.0,inflation,1.5,Gaussian
17,A19,217,17.0,inflation,1.5,Gaussian
18,Our,212,12.0,inflation,1.5,Gaussian
18,LL23,258,58.0,inflation,1.5,Gaussian
18,A19,229,29.0,inflation,1.5,Gaussian
19,Our,216,16.0,inflation,1.5,Gaussian
19,LL23,239,39.0,inflation,1.5,Gaussian
19,A19,224,24.0,inflation,1.5,Gaussian
20,Our,205,5.0,inflation,1.5,Gaussian
20,LL23,424,224.0,inflation,1.5,Gaussian
20,A19,213,13.0,inflation,1.5,Gaussian
21,Our,204,4.0,inflation,1.5,Gaussian
21,LL23,224,24.0,inflation,1.5,Gaussian
21,A19,203,3.0,inflation,1.5,Gaussian
22,Our,218,18.0,inflation,1.5,Gaussian
22,LL23,287,87.0,inflation,1.5,Gaussian
22,A19,226,26.0,inflation,1.5,Gaussian
23,Our,208,8.0,inflation,1.5,Gaussian
23,LL23,217,17.0,inflation,1.5,Gaussian
23,A19,227,27.0,inflation,1.5,Gaussian
24,Our,212,12.0,inflation,1.5,Gaussian
24,LL23,235,35.0,inflation,1.5,Gaussian
24,A19,172,-28.0,inflation,1.5,Gaussian
25,Our,209,9.0,inflation,1.5,Gaussian
25,LL23,304,104.0,inflation,1.5,Gaussian
25,A19,231,31.0,inflation,1.5,Gaussian
26,Our,210,10.0,inflation,1.5,Gaussian
26,LL23,255,55.0,inflation,1.5,Gaussian
26,A19,166,-34.0,inflation,1.5,Gaussian
27,Our,209,9.0,inflation,1.5,Gaussian
27,LL23,230,30.0,inflation,1.5,Gaussian
27,A19,217,17.0,inflation,1.5,Gaussian
28,Our,214,14.0,inflation,1.5,Gaussian
28,LL23,229,29.0,inflation,1.5,Gaussian
28,A19,220,20.0,inflation,1.5,Gaussian
29,Our,211,11.0,inflation,1.5,Gaussian
29,LL23,376,176.0,inflation,1.5,Gaussian
29,A19,137,-63.0,inflation,1.5,Gaussian
30,Our,213,13.0,inflation,1.5,Gaussian
30,LL23,342,142.0,inflation,1.5,Gaussian
30,A19,175,-25.0,inflation,1.5,Gaussian
31,Our,207,7.0,inflation,1.5,Gaussian
31,LL23,218,18.0,inflation,1.5,Gaussian
31,A19,219,19.0,inflation,1.5,Gaussian
32,Our,205,5.0,inflation,1.5,Gaussian
32,LL23,262,62.0,inflation,1.5,Gaussian
32,A19,240,40.0,inflation,1.5,Gaussian
33,Our,217,17.0,inflation,1.5,Gaussian
33,LL23,319,119.0,inflation,1.5,Gaussian
33,A19,253,53.0,inflation,1.5,Gaussian
34,Our,204,4.0,inflation,1.5,Gaussian
34,LL23,271,71.0,inflation,1.5,Gaussian
34,A19,219,19.0,inflation,1.5,Gaussian
35,Our,210,10.0,inflation,1.5,Gaussian
35,LL23,232,32.0,inflation,1.5,Gaussian
35,A19,226,26.0,inflation,1.5,Gaussian
36,Our,211,11.0,inflation,1.5,Gaussian
36,LL23,325,125.0,inflation,1.5,Gaussian
36,A19,236,36.0,inflation,1.5,Gaussian
37,Our,208,8.0,inflation,1.5,Gaussian
37,LL23,337,137.0,inflation,1.5,Gaussian
37,A19,184,-16.0,inflation,1.5,Gaussian
38,Our,210,10.0,inflation,1.5,Gaussian
38,LL23,224,24.0,inflation,1.5,Gaussian
38,A19,202,2.0,inflation,1.5,Gaussian
39,Our,211,11.0,inflation,1.5,Gaussian
39,LL23,289,89.0,inflation,1.5,Gaussian
39,A19,242,42.0,inflation,1.5,Gaussian
40,Our,212,12.0,inflation,1.5,Gaussian
40,LL23,392,192.0,inflation,1.5,Gaussian
40,A19,237,37.0,inflation,1.5,Gaussian
41,Our,213,13.0,inflation,1.5,Gaussian
41,LL23,227,27.0,inflation,1.5,Gaussian
41,A19,234,34.0,inflation,1.5,Gaussian
42,Our,212,12.0,inflation,1.5,Gaussian
42,LL23,230,30.0,inflation,1.5,Gaussian
42,A19,230,30.0,inflation,1.5,Gaussian
43,Our,213,13.0,inflation,1.5,Gaussian
43,LL23,321,121.0,inflation,1.5,Gaussian
43,A19,208,8.0,inflation,1.5,Gaussian
44,Our,212,12.0,inflation,1.5,Gaussian
44,LL23,257,57.0,inflation,1.5,Gaussian
44,A19,214,14.0,inflation,1.5,Gaussian
45,Our,213,13.0,inflation,1.5,Gaussian
45,LL23,396,196.0,inflation,1.5,Gaussian
45,A19,226,26.0,inflation,1.5,Gaussian
46,Our,216,16.0,inflation,1.5,Gaussian
46,LL23,312,112.0,inflation,1.5,Gaussian
46,A19,215,15.0,inflation,1.5,Gaussian
47,Our,215,15.0,inflation,1.5,Gaussian
47,LL23,229,29.0,inflation,1.5,Gaussian
47,A19,230,30.0,inflation,1.5,Gaussian
48,Our,205,5.0,inflation,1.5,Gaussian
48,LL23,249,49.0,inflation,1.5,Gaussian
48,A19,224,24.0,inflation,1.5,Gaussian
49,Our,207,7.0,inflation,1.5,Gaussian
49,LL23,225,25.0,inflation,1.5,Gaussian
49,A19,232,32.0,inflation,1.5,Gaussian
50,Our,217,17.0,inflation,1.5,Gaussian
50,LL23,256,56.0,inflation,1.5,Gaussian
50,A19,131,-69.0,inflation,1.5,Gaussian
51,Our,208,8.0,inflation,1.5,Gaussian
51,LL23,227,27.0,inflation,1.5,Gaussian
51,A19,223,23.0,inflation,1.5,Gaussian
52,Our,213,13.0,inflation,1.5,Gaussian
52,LL23,280,80.0,inflation,1.5,Gaussian
52,A19,217,17.0,inflation,1.5,Gaussian
53,Our,214,14.0,inflation,1.5,Gaussian
53,LL23,288,88.0,inflation,1.5,Gaussian
53,A19,206,6.0,inflation,1.5,Gaussian
54,Our,214,14.0,inflation,1.5,Gaussian
54,LL23,234,34.0,inflation,1.5,Gaussian
54,A19,240,40.0,inflation,1.5,Gaussian
55,Our,204,4.0,inflation,1.5,Gaussian
55,LL23,246,46.0,inflation,1.5,Gaussian
55,A19,227,27.0,inflation,1.5,Gaussian
56,Our,208,8.0,inflation,1.5,Gaussian
56,LL23,227,27.0,inflation,1.5,Gaussian
56,A19,207,7.0,inflation,1.5,Gaussian
57,Our,210,10.0,inflation,1.5,Gaussian
57,LL23,234,34.0,inflation,1.5,Gaussian
57,A19,213,13.0,inflation,1.5,Gaussian
58,Our,208,8.0,inflation,1.5,Gaussian
58,LL23,235,35.0,inflation,1.5,Gaussian
58,A19,223,23.0,inflation,1.5,Gaussian
59,Our,212,12.0,inflation,1.5,Gaussian
59,LL23,406,206.0,inflation,1.5,Gaussian
59,A19,198,-2.0,inflation,1.5,Gaussian
60,Our,211,11.0,inflation,1.5,Gaussian
60,LL23,341,141.0,inflation,1.5,Gaussian
60,A19,230,30.0,inflation,1.5,Gaussian
61,Our,213,13.0,inflation,1.5,Gaussian
61,LL23,336,136.0,inflation,1.5,Gaussian
61,A19,239,39.0,inflation,1.5,Gaussian
62,Our,210,10.0,inflation,1.5,Gaussian
62,LL23,147,-53.0,inflation,1.5,Gaussian
62,A19,173,-27.0,inflation,1.5,Gaussian
63,Our,212,12.0,inflation,1.5,Gaussian
63,LL23,334,134.0,inflation,1.5,Gaussian
63,A19,212,12.0,inflation,1.5,Gaussian
64,Our,217,17.0,inflation,1.5,Gaussian
64,LL23,238,38.0,inflation,1.5,Gaussian
64,A19,238,38.0,inflation,1.5,Gaussian
65,Our,218,18.0,inflation,1.5,Gaussian
65,LL23,257,57.0,inflation,1.5,Gaussian
65,A19,218,18.0,inflation,1.5,Gaussian
66,Our,206,6.0,inflation,1.5,Gaussian
66,LL23,239,39.0,inflation,1.5,Gaussian
66,A19,159,-41.0,inflation,1.5,Gaussian
67,Our,212,12.0,inflation,1.5,Gaussian
67,LL23,276,76.0,inflation,1.5,Gaussian
67,A19,224,24.0,inflation,1.5,Gaussian
68,Our,207,7.0,inflation,1.5,Gaussian
68,LL23,339,139.0,inflation,1.5,Gaussian
68,A19,213,13.0,inflation,1.5,Gaussian
69,Our,209,9.0,inflation,1.5,Gaussian
69,LL23,205,5.0,inflation,1.5,Gaussian
69,A19,174,-26.0,inflation,1.5,Gaussian
70,Our,208,8.0,inflation,1.5,Gaussian
70,LL23,236,36.0,inflation,1.5,Gaussian
70,A19,223,23.0,inflation,1.5,Gaussian
71,Our,209,9.0,inflation,1.5,Gaussian
71,LL23,320,120.0,inflation,1.5,Gaussian
71,A19,219,19.0,inflation,1.5,Gaussian
72,Our,222,22.0,inflation,1.5,Gaussian
72,LL23,348,148.0,inflation,1.5,Gaussian
72,A19,211,11.0,inflation,1.5,Gaussian
73,Our,212,12.0,inflation,1.5,Gaussian
73,LL23,266,66.0,inflation,1.5,Gaussian
73,A19,233,33.0,inflation,1.5,Gaussian
74,Our,219,19.0,inflation,1.5,Gaussian
74,LL23,224,24.0,inflation,1.5,Gaussian
74,A19,221,21.0,inflation,1.5,Gaussian
75,Our,212,12.0,inflation,1.5,Gaussian
75,LL23,229,29.0,inflation,1.5,Gaussian
75,A19,223,23.0,inflation,1.5,Gaussian
76,Our,214,14.0,inflation,1.5,Gaussian
76,LL23,324,124.0,inflation,1.5,Gaussian
76,A19,200,0.0,inflation,1.5,Gaussian
77,Our,207,7.0,inflation,1.5,Gaussian
77,LL23,834,634.0,inflation,1.5,Gaussian
77,A19,226,26.0,inflation,1.5,Gaussian
78,Our,210,10.0,inflation,1.5,Gaussian
78,LL23,259,59.0,inflation,1.5,Gaussian
78,A19,230,30.0,inflation,1.5,Gaussian
79,Our,211,11.0,inflation,1.5,Gaussian
79,LL23,264,64.0,inflation,1.5,Gaussian
79,A19,158,-42.0,inflation,1.5,Gaussian
80,Our,213,13.0,inflation,1.5,Gaussian
80,LL23,307,107.0,inflation,1.5,Gaussian
80,A19,234,34.0,inflation,1.5,Gaussian
81,Our,210,10.0,inflation,1.5,Gaussian
81,LL23,252,52.0,inflation,1.5,Gaussian
81,A19,229,29.0,inflation,1.5,Gaussian
82,Our,220,20.0,inflation,1.5,Gaussian
82,LL23,439,239.0,inflation,1.5,Gaussian
82,A19,143,-57.0,inflation,1.5,Gaussian
83,Our,207,7.0,inflation,1.5,Gaussian
83,LL23,210,10.0,inflation,1.5,Gaussian
83,A19,220,20.0,inflation,1.5,Gaussian
84,Our,215,15.0,inflation,1.5,Gaussian
84,LL23,299,99.0,inflation,1.5,Gaussian
84,A19,213,13.0,inflation,1.5,Gaussian
85,Our,212,12.0,inflation,1.5,Gaussian
85,LL23,517,317.0,inflation,1.5,Gaussian
85,A19,221,21.0,inflation,1.5,Gaussian
86,Our,204,4.0,inflation,1.5,Gaussian
86,LL23,227,27.0,inflation,1.5,Gaussian
