trial,method,detected_time,EDD,ChangeType,ChangeParam,Distribution
456,LL23,207,7.0,ar1,0.9,Gaussian
456,A19,207,7.0,ar1,0.9,Gaussian
457,Our,205,5.0,ar1,0.9,Gaussian
457,LL23,205,5.0,ar1,0.9,Gaussian
457,A19,142,-58.0,ar1,0.9,Gaussian
458,Our,212,12.0,ar1,0.9,Gaussian
458,LL23,203,3.0,ar1,0.9,Gaussian
458,A19,202,2.0,ar1,0.9,Gaussian
459,Our,201,1.0,ar1,0.9,Gaussian
459,LL23,204,4.0,ar1,0.9,Gaussian
459,A19,146,-54.0,ar1,0.9,Gaussian
460,Our,206,6.0,ar1,0.9,Gaussian
460,LL23,204,4.0,ar1,0.9,Gaussian
460,A19,212,12.0,ar1,0.9,Gaussian
461,Our,210,10.0,ar1,0.9,Gaussian
461,LL23,208,8.0,ar1,0.9,Gaussian
461,A19,132,-68.0,ar1,0.9,Gaussian
462,Our,207,7.0,ar1,0.9,Gaussian
462,LL23,207,7.0,ar1,0.9,Gaussian
462,A19,134,-66.0,ar1,0.9,Gaussian
463,Our,206,6.0,ar1,0.9,Gaussian
463,LL23,205,5.0,ar1,0.9,Gaussian
463,A19,185,-15.0,ar1,0.9,Gaussian
464,Our,207,7.0,ar1,0.9,Gaussian
464,LL23,210,10.0,ar1,0.9,Gaussian
464,A19,208,8.0,ar1,0.9,Gaussian
465,Our,208,8.0,ar1,0.9,Gaussian
465,LL23,205,5.0,ar1,0.9,Gaussian
465,A19,208,8.0,ar1,0.9,Gaussian
466,Our,205,5.0,ar1,0.9,Gaussian
466,LL23,207,7.0,ar1,0.9,Gaussian
466,A19,210,10.0,ar1,0.9,Gaussian
467,Our,206,6.0,ar1,0.9,Gaussian
467,LL23,206,6.0,ar1,0.9,Gaussian
467,A19,210,10.0,ar1,0.9,Gaussian
468,Our,209,9.0,ar1,0.9,Gaussian
468,LL23,209,9.0,ar1,0.9,Gaussian
468,A19,214,14.0,ar1,0.9,Gaussian
469,Our,211,11.0,ar1,0.9,Gaussian
469,LL23,210,10.0,ar1,0.9,Gaussian
469,A19,212,12.0,ar1,0.9,Gaussian
470,Our,210,10.0,ar1,0.9,Gaussian
470,LL23,204,4.0,ar1,0.9,Gaussian
470,A19,210,10.0,ar1,0.9,Gaussian
471,Our,205,5.0,ar1,0.9,Gaussian
471,LL23,204,4.0,ar1,0.9,Gaussian
471,A19,210,10.0,ar1,0.9,Gaussian
472,Our,208,8.0,ar1,0.9,Gaussian
472,LL23,208,8.0,ar1,0.9,Gaussian
472,A19,205,5.0,ar1,0.9,Gaussian
473,Our,209,9.0,ar1,0.9,Gaussian
473,LL23,206,6.0,ar1,0.9,Gaussian
473,A19,209,9.0,ar1,0.9,Gaussian
474,Our,208,8.0,ar1,0.9,Gaussian
474,LL23,208,8.0,ar1,0.9,Gaussian
474,A19,205,5.0,ar1,0.9,Gaussian
475,Our,209,9.0,ar1,0.9,Gaussian
475,LL23,206,6.0,ar1,0.9,Gaussian
475,A19,209,9.0,ar1,0.9,Gaussian
476,Our,210,10.0,ar1,0.9,Gaussian
476,LL23,211,11.0,ar1,0.9,Gaussian
476,A19,185,-15.0,ar1,0.9,Gaussian
477,Our,206,6.0,ar1,0.9,Gaussian
477,LL23,207,7.0,ar1,0.9,Gaussian
477,A19,170,-30.0,ar1,0.9,Gaussian
478,Our,205,5.0,ar1,0.9,Gaussian
478,LL23,202,2.0,ar1,0.9,Gaussian
478,A19,148,-52.0,ar1,0.9,Gaussian
479,Our,208,8.0,ar1,0.9,Gaussian
479,LL23,206,6.0,ar1,0.9,Gaussian
479,A19,211,11.0,ar1,0.9,Gaussian
480,Our,213,13.0,ar1,0.9,Gaussian
480,LL23,204,4.0,ar1,0.9,Gaussian
480,A19,210,10.0,ar1,0.9,Gaussian
481,Our,210,10.0,ar1,0.9,Gaussian
481,LL23,210,10.0,ar1,0.9,Gaussian
481,A19,192,-8.0,ar1,0.9,Gaussian
482,Our,207,7.0,ar1,0.9,Gaussian
482,LL23,209,9.0,ar1,0.9,Gaussian
482,A19,215,15.0,ar1,0.9,Gaussian
483,Our,205,5.0,ar1,0.9,Gaussian
483,LL23,206,6.0,ar1,0.9,Gaussian
483,A19,209,9.0,ar1,0.9,Gaussian
484,Our,204,4.0,ar1,0.9,Gaussian
484,LL23,206,6.0,ar1,0.9,Gaussian
484,A19,213,13.0,ar1,0.9,Gaussian
485,Our,210,10.0,ar1,0.9,Gaussian
485,LL23,205,5.0,ar1,0.9,Gaussian
485,A19,213,13.0,ar1,0.9,Gaussian
486,Our,204,4.0,ar1,0.9,Gaussian
486,LL23,204,4.0,ar1,0.9,Gaussian
486,A19,208,8.0,ar1,0.9,Gaussian
487,Our,208,8.0,ar1,0.9,Gaussian
487,LL23,214,14.0,ar1,0.9,Gaussian
487,A19,212,12.0,ar1,0.9,Gaussian
488,Our,205,5.0,ar1,0.9,Gaussian
488,LL23,205,5.0,ar1,0.9,Gaussian
488,A19,205,5.0,ar1,0.9,Gaussian
489,Our,204,4.0,ar1,0.9,Gaussian
489,LL23,206,6.0,ar1,0.9,Gaussian
489,A19,204,4.0,ar1,0.9,Gaussian
490,Our,207,7.0,ar1,0.9,Gaussian
490,LL23,205,5.0,ar1,0.9,Gaussian
490,A19,205,5.0,ar1,0.9,Gaussian
491,Our,203,3.0,ar1,0.9,Gaussian
491,LL23,203,3.0,ar1,0.9,Gaussian
491,A19,209,9.0,ar1,0.9,Gaussian
492,Our,205,5.0,ar1,0.9,Gaussian
492,LL23,210,10.0,ar1,0.9,Gaussian
492,A19,217,17.0,ar1,0.9,Gaussian
493,Our,206,6.0,ar1,0.9,Gaussian
493,LL23,207,7.0,ar1,0.9,Gaussian
493,A19,207,7.0,ar1,0.9,Gaussian
494,Our,204,4.0,ar1,0.9,Gaussian
494,LL23,209,9.0,ar1,0.9,Gaussian
494,A19,158,-42.0,ar1,0.9,Gaussian
495,Our,208,8.0,ar1,0.9,Gaussian
495,LL23,209,9.0,ar1,0.9,Gaussian
495,A19,214,14.0,ar1,0.9,Gaussian
496,Our,208,8.0,ar1,0.9,Gaussian
496,LL23,207,7.0,ar1,0.9,Gaussian
496,A19,204,4.0,ar1,0.9,Gaussian
497,Our,206,6.0,ar1,0.9,Gaussian
497,LL23,202,2.0,ar1,0.9,Gaussian
497,A19,202,2.0,ar1,0.9,Gaussian
498,Our,202,2.0,ar1,0.9,Gaussian
498,LL23,208,8.0,ar1,0.9,Gaussian
498,A19,217,17.0,ar1,0.9,Gaussian
499,Our,206,6.0,ar1,0.9,Gaussian
499,LL23,212,12.0,ar1,0.9,Gaussian
499,A19,223,23.0,ar1,0.9,Gaussian
500,Our,207,7.0,ar1,0.9,Gaussian
500,LL23,208,8.0,ar1,0.9,Gaussian
500,A19,152,-48.0,ar1,0.9,Gaussian
1,Our,214,14.0,spike,2.0,Gaussian
1,LL23,208,8.0,spike,2.0,Gaussian
1,A19,237,37.0,spike,2.0,Gaussian
2,Our,210,10.0,spike,2.0,Gaussian
2,LL23,232,32.0,spike,2.0,Gaussian
2,A19,225,25.0,spike,2.0,Gaussian
3,Our,211,11.0,spike,2.0,Gaussian
3,LL23,222,22.0,spike,2.0,Gaussian
3,A19,138,-62.0,spike,2.0,Gaussian
4,Our,211,11.0,spike,2.0,Gaussian
4,LL23,296,96.0,spike,2.0,Gaussian
4,A19,241,41.0,spike,2.0,Gaussian
5,Our,207,7.0,spike,2.0,Gaussian
5,LL23,221,21.0,spike,2.0,Gaussian
5,A19,231,31.0,spike,2.0,Gaussian
6,Our,211,11.0,spike,2.0,Gaussian
6,LL23,223,23.0,spike,2.0,Gaussian
6,A19,217,17.0,spike,2.0,Gaussian
7,Our,212,12.0,spike,2.0,Gaussian
7,LL23,221,21.0,spike,2.0,Gaussian
7,A19,116,-84.0,spike,2.0,Gaussian
8,Our,219,19.0,spike,2.0,Gaussian
8,LL23,248,48.0,spike,2.0,Gaussian
8,A19,232,32.0,spike,2.0,Gaussian
9,Our,208,8.0,spike,2.0,Gaussian
9,LL23,593,393.0,spike,2.0,Gaussian
9,A19,223,23.0,spike,2.0,Gaussian
10,Our,211,11.0,spike,2.0,Gaussian
10,LL23,232,32.0,spike,2.0,Gaussian
10,A19,232,32.0,spike,2.0,Gaussian
11,Our,209,9.0,spike,2.0,Gaussian
11,LL23,277,77.0,spike,2.0,Gaussian
11,A19,145,-55.0,spike,2.0,Gaussian
12,Our,208,8.0,spike,2.0,Gaussian
12,LL23,220,20.0,spike,2.0,Gaussian
12,A19,210,10.0,spike,2.0,Gaussian
13,Our,221,21.0,spike,2.0,Gaussian
13,LL23,239,39.0,spike,2.0,Gaussian
13,A19,217,17.0,spike,2.0,Gaussian
14,Our,211,11.0,spike,2.0,Gaussian
14,LL23,241,41.0,spike,2.0,Gaussian
14,A19,190,-10.0,spike,2.0,Gaussian
15,Our,214,14.0,spike,2.0,Gaussian
15,LL23,251,51.0,spike,2.0,Gaussian
15,A19,212,12.0,spike,2.0,Gaussian
16,Our,218,18.0,spike,2.0,Gaussian
16,LL23,232,32.0,spike,2.0,Gaussian
16,A19,122,-78.0,spike,2.0,Gaussian
17,Our,211,11.0,spike,2.0,Gaussian
17,LL23,322,122.0,spike,2.0,Gaussian
17,A19,212,12.0,spike,2.0,Gaussian
18,Our,208,8.0,spike,2.0,Gaussian
18,LL23,275,75.0,spike,2.0,Gaussian
18,A19,202,2.0,spike,2.0,Gaussian
19,Our,213,13.0,spike,2.0,Gaussian
19,LL23,301,101.0,spike,2.0,Gaussian
19,A19,197,-3.0,spike,2.0,Gaussian
20,Our,209,9.0,spike,2.0,Gaussian
20,LL23,245,45.0,spike,2.0,Gaussian
20,A19,215,15.0,spike,2.0,Gaussian
21,Our,208,8.0,spike,2.0,Gaussian
21,LL23,337,137.0,spike,2.0,Gaussian
21,A19,216,16.0,spike,2.0,Gaussian
22,Our,211,11.0,spike,2.0,Gaussian
22,LL23,264,64.0,spike,2.0,Gaussian
22,A19,205,5.0,spike,2.0,Gaussian
23,Our,206,6.0,spike,2.0,Gaussian
23,LL23,220,20.0,spike,2.0,Gaussian
23,A19,217,17.0,spike,2.0,Gaussian
24,Our,218,18.0,spike,2.0,Gaussian
24,LL23,254,54.0,spike,2.0,Gaussian
24,A19,155,-45.0,spike,2.0,Gaussian
25,Our,212,12.0,spike,2.0,Gaussian
25,LL23,217,17.0,spike,2.0,Gaussian
25,A19,216,16.0,spike,2.0,Gaussian
26,Our,214,14.0,spike,2.0,Gaussian
26,LL23,236,36.0,spike,2.0,Gaussian
26,A19,180,-20.0,spike,2.0,Gaussian
27,Our,211,11.0,spike,2.0,Gaussian
27,LL23,221,21.0,spike,2.0,Gaussian
27,A19,198,-2.0,spike,2.0,Gaussian
28,Our,209,9.0,spike,2.0,Gaussian
28,LL23,236,36.0,spike,2.0,Gaussian
28,A19,213,13.0,spike,2.0,Gaussian
29,Our,210,10.0,spike,2.0,Gaussian
29,LL23,280,80.0,spike,2.0,Gaussian
29,A19,215,15.0,spike,2.0,Gaussian
30,Our,211,11.0,spike,2.0,Gaussian
30,LL23,287,87.0,spike,2.0,Gaussian
30,A19,190,-10.0,spike,2.0,Gaussian
31,Our,208,8.0,spike,2.0,Gaussian
31,LL23,225,25.0,spike,2.0,Gaussian
31,A19,218,18.0,spike,2.0,Gaussian
32,Our,204,4.0,spike,2.0,Gaussian
32,LL23,252,52.0,spike,2.0,Gaussian
32,A19,203,3.0,spike,2.0,Gaussian
33,Our,213,13.0,spike,2.0,Gaussian
33,LL23,253,53.0,spike,2.0,Gaussian
33,A19,223,23.0,spike,2.0,Gaussian
34,Our,212,12.0,spike,2.0,Gaussian
34,LL23,244,44.0,spike,2.0,Gaussian
34,A19,220,20.0,spike,2.0,Gaussian
35,Our,209,9.0,spike,2.0,Gaussian
35,LL23,220,20.0,spike,2.0,Gaussian
35,A19,219,19.0,spike,2.0,Gaussian
36,Our,209,9.0,spike,2.0,Gaussian
36,LL23,226,26.0,spike,2.0,Gaussian
36,A19,219,19.0,spike,2.0,Gaussian
37,Our,214,14.0,spike,2.0,Gaussian
37,LL23,238,38.0,spike,2.0,Gaussian
37,A19,212,12.0,spike,2.0,Gaussian
38,Our,215,15.0,spike,2.0,Gaussian
38,LL23,485,285.0,spike,2.0,Gaussian
38,A19,219,19.0,spike,2.0,Gaussian
39,Our,212,12.0,spike,2.0,Gaussian
39,LL23,246,46.0,spike,2.0,Gaussian
39,A19,215,15.0,spike,2.0,Gaussian
40,Our,216,16.0,spike,2.0,Gaussian
40,LL23,209,9.0,spike,2.0,Gaussian
40,A19,219,19.0,spike,2.0,Gaussian
41,Our,210,10.0,spike,2.0,Gaussian
41,LL23,311,111.0,spike,2.0,Gaussian
41,A19,218,18.0,spike,2.0,Gaussian
42,Our,213,13.0,spike,2.0,Gaussian
42,LL23,217,17.0,spike,2.0,Gaussian
42,A19,188,-12.0,spike,2.0,Gaussian
43,Our,210,10.0,spike,2.0,Gaussian
43,LL23,236,36.0,spike,2.0,Gaussian
43,A19,212,12.0,spike,2.0,Gaussian
44,Our,211,11.0,spike,2.0,Gaussian
44,LL23,214,14.0,spike,2.0,Gaussian
44,A19,210,10.0,spike,2.0,Gaussian
45,Our,210,10.0,spike,2.0,Gaussian
45,LL23,242,42.0,spike,2.0,Gaussian
45,A19,211,11.0,spike,2.0,Gaussian
46,Our,205,5.0,spike,2.0,Gaussian
46,LL23,215,15.0,spike,2.0,Gaussian
46,A19,215,15.0,spike,2.0,Gaussian
47,Our,207,7.0,spike,2.0,Gaussian
47,LL23,278,78.0,spike,2.0,Gaussian
47,A19,157,-43.0,spike,2.0,Gaussian
48,Our,213,13.0,spike,2.0,Gaussian
48,LL23,211,11.0,spike,2.0,Gaussian
48,A19,214,14.0,spike,2.0,Gaussian
49,Our,208,8.0,spike,2.0,Gaussian
49,LL23,229,29.0,spike,2.0,Gaussian
49,A19,225,25.0,spike,2.0,Gaussian
50,Our,213,13.0,spike,2.0,Gaussian
50,LL23,217,17.0,spike,2.0,Gaussian
50,A19,217,17.0,spike,2.0,Gaussian
51,Our,203,3.0,spike,2.0,Gaussian
51,LL23,271,71.0,spike,2.0,Gaussian
51,A19,182,-18.0,spike,2.0,Gaussian
52,Our,213,13.0,spike,2.0,Gaussian
52,LL23,234,34.0,spike,2.0,Gaussian
52,A19,220,20.0,spike,2.0,Gaussian
53,Our,208,8.0,spike,2.0,Gaussian
53,LL23,233,33.0,spike,2.0,Gaussian
53,A19,213,13.0,spike,2.0,Gaussian
54,Our,215,15.0,spike,2.0,Gaussian
54,LL23,216,16.0,spike,2.0,Gaussian
54,A19,215,15.0,spike,2.0,Gaussian
55,Our,206,6.0,spike,2.0,Gaussian
55,LL23,381,181.0,spike,2.0,Gaussian
55,A19,207,7.0,spike,2.0,Gaussian
56,Our,205,5.0,spike,2.0,Gaussian
56,LL23,440,240.0,spike,2.0,Gaussian
56,A19,202,2.0,spike,2.0,Gaussian
57,Our,211,11.0,spike,2.0,Gaussian
57,LL23,240,40.0,spike,2.0,Gaussian
57,A19,210,10.0,spike,2.0,Gaussian
58,Our,207,7.0,spike,2.0,Gaussian
58,LL23,312,112.0,spike,2.0,Gaussian
58,A19,221,21.0,spike,2.0,Gaussian
59,Our,214,14.0,spike,2.0,Gaussian
59,LL23,289,89.0,spike,2.0,Gaussian
59,A19,221,21.0,spike,2.0,Gaussian
60,Our,209,9.0,spike,2.0,Gaussian
60,LL23,221,21.0,spike,2.0,Gaussian
60,A19,217,17.0,spike,2.0,Gaussian
61,Our,209,9.0,spike,2.0,Gaussian
61,LL23,340,140.0,spike,2.0,Gaussian
61,A19,218,18.0,spike,2.0,Gaussian
62,Our,211,11.0,spike,2.0,Gaussian
62,LL23,230,30.0,spike,2.0,Gaussian
62,A19,206,6.0,spike,2.0,Gaussian
63,Our,205,5.0,spike,2.0,Gaussian
63,LL23,230,30.0,spike,2.0,Gaussian
63,A19,210,10.0,spike,2.0,Gaussian
64,Our,214,14.0,spike,2.0,Gaussian
64,LL23,250,50.0,spike,2.0,Gaussian
64,A19,224,24.0,spike,2.0,Gaussian
65,Our,209,9.0,spike,2.0,Gaussian
65,LL23,255,55.0,spike,2.0,Gaussian
65,A19,234,34.0,spike,2.0,Gaussian
66,Our,207,7.0,spike,2.0,Gaussian
66,LL23,320,120.0,spike,2.0,Gaussian
66,A19,222,22.0,spike,2.0,Gaussian
67,Our,207,7.0,spike,2.0,Gaussian
67,LL23,217,17.0,spike,2.0,Gaussian
67,A19,216,16.0,spike,2.0,Gaussian
68,Our,211,11.0,spike,2.0,Gaussian
68,LL23,241,41.0,spike,2.0,Gaussian
68,A19,217,17.0,spike,2.0,Gaussian
69,Our,209,9.0,spike,2.0,Gaussian
69,LL23,225,25.0,spike,2.0,Gaussian
69,A19,216,16.0,spike,2.0,Gaussian
70,Our,208,8.0,spike,2.0,Gaussian
70,LL23,222,22.0,spike,2.0,Gaussian
70,A19,222,22.0,spike,2.0,Gaussian
71,Our,203,3.0,spike,2.0,Gaussian
71,LL23,217,17.0,spike,2.0,Gaussian
71,A19,222,22.0,spike,2.0,Gaussian
72,Our,213,13.0,spike,2.0,Gaussian
72,LL23,228,28.0,spike,2.0,Gaussian
72,A19,222,22.0,spike,2.0,Gaussian
73,Our,207,7.0,spike,2.0,Gaussian
73,LL23,234,34.0,spike,2.0,Gaussian
73,A19,224,24.0,spike,2.0,Gaussian
74,Our,210,10.0,spike,2.0,Gaussian
74,LL23,233,33.0,spike,2.0,Gaussian
74,A19,215,15.0,spike,2.0,Gaussian
75,Our,204,4.0,spike,2.0,Gaussian
75,LL23,282,82.0,spike,2.0,Gaussian
75,A19,221,21.0,spike,2.0,Gaussian
76,Our,212,12.0,spike,2.0,Gaussian
76,LL23,257,57.0,spike,2.0,Gaussian
76,A19,216,16.0,spike,2.0,Gaussian
77,Our,208,8.0,spike,2.0,Gaussian
77,LL23,215,15.0,spike,2.0,Gaussian
77,A19,222,22.0,spike,2.0,Gaussian
78,Our,213,13.0,spike,2.0,Gaussian
78,LL23,231,31.0,spike,2.0,Gaussian
78,A19,218,18.0,spike,2.0,Gaussian
79,Our,215,15.0,spike,2.0,Gaussian
79,LL23,297,97.0,spike,2.0,Gaussian
79,A19,214,14.0,spike,2.0,Gaussian
80,Our,211,11.0,spike,2.0,Gaussian
80,LL23,228,28.0,spike,2.0,Gaussian
80,A19,228,28.0,spike,2.0,Gaussian
81,Our,207,7.0,spike,2.0,Gaussian
81,LL23,263,63.0,spike,2.0,Gaussian
81,A19,221,21.0,spike,2.0,Gaussian
82,Our,213,13.0,spike,2.0,Gaussian
82,LL23,318,118.0,spike,2.0,Gaussian
82,A19,148,-52.0,spike,2.0,Gaussian
83,Our,206,6.0,spike,2.0,Gaussian
83,LL23,233,33.0,spike,2.0,Gaussian
83,A19,207,7.0,spike,2.0,Gaussian
84,Our,208,8.0,spike,2.0,Gaussian
84,LL23,227,27.0,spike,2.0,Gaussian
84,A19,204,4.0,spike,2.0,Gaussian
85,Our,209,9.0,spike,2.0,Gaussian
85,LL23,369,169.0,spike,2.0,Gaussian
85,A19,194,-6.0,spike,2.0,Gaussian
86,Our,208,8.0,spike,2.0,Gaussian
86,LL23,219,19.0,spike,2.0,Gaussian
86,A19,208,8.0,spike,2.0,Gaussian
87,Our,209,9.0,spike,2.0,Gaussian
87,LL23,240,40.0,spike,2.0,Gaussian
87,A19,231,31.0,spike,2.0,Gaussian
88,Our,209,9.0,spike,2.0,Gaussian
88,LL23,223,23.0,spike,2.0,Gaussian
88,A19,220,20.0,spike,2.0,Gaussian
89,Our,213,13.0,spike,2.0,Gaussian
89,LL23,216,16.0,spike,2.0,Gaussian
89,A19,161,-39.0,spike,2.0,Gaussian
90,Our,204,4.0,spike,2.0,Gaussian
90,LL23,232,32.0,spike,2.0,Gaussian
90,A19,229,29.0,spike,2.0,Gaussian
91,Our,208,8.0,spike,2.0,Gaussian
91,LL23,306,106.0,spike,2.0,Gaussian
91,A19,217,17.0,spike,2.0,Gaussian
92,Our,215,15.0,spike,2.0,Gaussian
92,LL23,250,50.0,spike,2.0,Gaussian
92,A19,221,21.0,spike,2.0,Gaussian
93,Our,205,5.0,spike,2.0,Gaussian
93,LL23,233,33.0,spike,2.0,Gaussian
93,A19,229,29.0,spike,2.0,Gaussian
94,Our,211,11.0,spike,2.0,Gaussian
94,LL23,262,62.0,spike,2.0,Gaussian
94,A19,228,28.0,spike,2.0,Gaussian
95,Our,209,9.0,spike,2.0,Gaussian
95,LL23,359,159.0,spike,2.0,Gaussian
95,A19,213,13.0,spike,2.0,Gaussian
96,Our,204,4.0,spike,2.0,Gaussian
96,LL23,226,26.0,spike,2.0,Gaussian
96,A19,151,-49.0,spike,2.0,Gaussian
97,Our,214,14.0,spike,2.0,Gaussian
97,LL23,225,25.0,spike,2.0,Gaussian
97,A19,217,17.0,spike,2.0,Gaussian
98,Our,212,12.0,spike,2.0,Gaussian
98,LL23,306,106.0,spike,2.0,Gaussian
98,A19,219,19.0,spike,2.0,Gaussian
99,Our,209,9.0,spike,2.0,Gaussian
99,LL23,361,161.0,spike,2.0,Gaussian
99,A19,228,28.0,spike,2.0,Gaussian
100,Our,207,7.0,spike,2.0,Gaussian
100,LL23,219,19.0,spike,2.0,Gaussian
100,A19,213,13.0,spike,2.0,Gaussian
101,Our,216,16.0,spike,2.0,Gaussian
101,LL23,259,59.0,spike,2.0,Gaussian
101,A19,199,-1.0,spike,2.0,Gaussian
102,Our,211,11.0,spike,2.0,Gaussian
102,LL23,223,23.0,spike,2.0,Gaussian
102,A19,223,23.0,spike,2.0,Gaussian
103,Our,212,12.0,spike,2.0,Gaussian
103,LL23,247,47.0,spike,2.0,Gaussian
103,A19,213,13.0,spike,2.0,Gaussian
104,Our,215,15.0,spike,2.0,Gaussian
104,LL23,229,29.0,spike,2.0,Gaussian
104,A19,163,-37.0,spike,2.0,Gaussian
105,Our,211,11.0,spike,2.0,Gaussian
105,LL23,223,23.0,spike,2.0,Gaussian
105,A19,225,25.0,spike,2.0,Gaussian
106,Our,207,7.0,spike,2.0,Gaussian
106,LL23,256,56.0,spike,2.0,Gaussian
106,A19,231,31.0,spike,2.0,Gaussian
107,Our,202,2.0,spike,2.0,Gaussian
107,LL23,284,84.0,spike,2.0,Gaussian
107,A19,217,17.0,spike,2.0,Gaussian
108,Our,205,5.0,spike,2.0,Gaussian
108,LL23,222,22.0,spike,2.0,Gaussian
108,A19,208,8.0,spike,2.0,Gaussian
109,Our,204,4.0,spike,2.0,Gaussian
109,LL23,345,145.0,spike,2.0,Gaussian
109,A19,177,-23.0,spike,2.0,Gaussian
110,Our,216,16.0,spike,2.0,Gaussian
110,LL23,222,22.0,spike,2.0,Gaussian
110,A19,227,27.0,spike,2.0,Gaussian
111,Our,209,9.0,spike,2.0,Gaussian
111,LL23,225,25.0,spike,2.0,Gaussian
111,A19,122,-78.0,spike,2.0,Gaussian
112,Our,209,9.0,spike,2.0,Gaussian
112,LL23,226,26.0,spike,2.0,Gaussian
112,A19,213,13.0,spike,2.0,Gaussian
113,Our,217,17.0,spike,2.0,Gaussian
113,LL23,235,35.0,spike,2.0,Gaussian
113,A19,170,-30.0,spike,2.0,Gaussian
114,Our,213,13.0,spike,2.0,Gaussian
114,LL23,252,52.0,spike,2.0,Gaussian
114,A19,226,26.0,spike,2.0,Gaussian
115,Our,208,8.0,spike,2.0,Gaussian
115,LL23,227,27.0,spike,2.0,Gaussian
115,A19,187,-13.0,spike,2.0,Gaussian
116,Our,213,13.0,spike,2.0,Gaussian
116,LL23,235,35.0,spike,2.0,Gaussian
116,A19,143,-57.0,spike,2.0,Gaussian
117,Our,213,13.0,spike,2.0,Gaussian
117,LL23,318,118.0,spike,2.0,Gaussian
117,A19,198,-2.0,spike,2.0,Gaussian
118,Our,214,14.0,spike,2.0,Gaussian
118,LL23,401,201.0,spike,2.0,Gaussian
118,A19,152,-48.0,spike,2.0,Gaussian
119,Our,208,8.0,spike,2.0,Gaussian
119,LL23,293,93.0,spike,2.0,Gaussian
119,A19,217,17.0,spike,2.0,Gaussian
120,Our,207,7.0,spike,2.0,Gaussian
120,LL23,349,149.0,spike,2.0,Gaussian
120,A19,222,22.0,spike,2.0,Gaussian
121,Our,208,8.0,spike,2.0,Gaussian
121,LL23,237,37.0,spike,2.0,Gaussian
121,A19,224,24.0,spike,2.0,Gaussian
122,Our,210,10.0,spike,2.0,Gaussian
122,LL23,238,38.0,spike,2.0,Gaussian
122,A19,167,-33.0,spike,2.0,Gaussian
123,Our,211,11.0,spike,2.0,Gaussian
123,LL23,442,242.0,spike,2.0,Gaussian
123,A19,214,14.0,spike,2.0,Gaussian
124,Our,206,6.0,spike,2.0,Gaussian
124,LL23,216,16.0,spike,2.0,Gaussian
124,A19,218,18.0,spike,2.0,Gaussian
125,Our,205,5.0,spike,2.0,Gaussian
125,LL23,218,18.0,spike,2.0,Gaussian
125,A19,221,21.0,spike,2.0,Gaussian
126,Our,209,9.0,spike,2.0,Gaussian
126,LL23,246,46.0,spike,2.0,Gaussian
126,A19,216,16.0,spike,2.0,Gaussian
127,Our,208,8.0,spike,2.0,Gaussian
127,LL23,213,13.0,spike,2.0,Gaussian
127,A19,215,15.0,spike,2.0,Gaussian
128,Our,205,5.0,spike,2.0,Gaussian
128,LL23,249,49.0,spike,2.0,Gaussian
128,A19,138,-62.0,spike,2.0,Gaussian
129,Our,208,8.0,spike,2.0,Gaussian
129,LL23,334,134.0,spike,2.0,Gaussian
129,A19,216,16.0,spike,2.0,Gaussian
130,Our,210,10.0,spike,2.0,Gaussian
130,LL23,264,64.0,spike,2.0,Gaussian
130,A19,216,16.0,spike,2.0,Gaussian
131,Our,212,12.0,spike,2.0,Gaussian
131,LL23,231,31.0,spike,2.0,Gaussian
131,A19,218,18.0,spike,2.0,Gaussian
132,Our,217,17.0,spike,2.0,Gaussian
132,LL23,254,54.0,spike,2.0,Gaussian
132,A19,232,32.0,spike,2.0,Gaussian
133,Our,205,5.0,spike,2.0,Gaussian
133,LL23,246,46.0,spike,2.0,Gaussian
133,A19,200,0.0,spike,2.0,Gaussian
134,Our,208,8.0,spike,2.0,Gaussian
134,LL23,273,73.0,spike,2.0,Gaussian
134,A19,215,15.0,spike,2.0,Gaussian
135,Our,209,9.0,spike,2.0,Gaussian
135,LL23,316,116.0,spike,2.0,Gaussian
135,A19,182,-18.0,spike,2.0,Gaussian
136,Our,213,13.0,spike,2.0,Gaussian
136,LL23,208,8.0,spike,2.0,Gaussian
136,A19,222,22.0,spike,2.0,Gaussian
137,Our,208,8.0,spike,2.0,Gaussian
137,LL23,283,83.0,spike,2.0,Gaussian
137,A19,192,-8.0,spike,2.0,Gaussian
138,Our,218,18.0,spike,2.0,Gaussian
138,LL23,286,86.0,spike,2.0,Gaussian
138,A19,142,-58.0,spike,2.0,Gaussian
139,Our,212,12.0,spike,2.0,Gaussian
139,LL23,226,26.0,spike,2.0,Gaussian
139,A19,225,25.0,spike,2.0,Gaussian
140,Our,211,11.0,spike,2.0,Gaussian
140,LL23,213,13.0,spike,2.0,Gaussian
140,A19,213,13.0,spike,2.0,Gaussian
141,Our,212,12.0,spike,2.0,Gaussian
141,LL23,207,7.0,spike,2.0,Gaussian
141,A19,226,26.0,spike,2.0,Gaussian
142,Our,207,7.0,spike,2.0,Gaussian
142,LL23,247,47.0,spike,2.0,Gaussian
142,A19,213,13.0,spike,2.0,Gaussian
143,Our,210,10.0,spike,2.0,Gaussian
143,LL23,253,53.0,spike,2.0,Gaussian
143,A19,225,25.0,spike,2.0,Gaussian
144,Our,210,10.0,spike,2.0,Gaussian
144,LL23,220,20.0,spike,2.0,Gaussian
144,A19,169,-31.0,spike,2.0,Gaussian
