Distribution,FunctionType,WeightFunction,K_Star,ChangeType,ChangeParam,Power,EDD
Gaussian,mix,gamma_0.45,350,ar1,0.1,1.0,5.270712401055409
Gaussian,mix,log,350,ar1,0.1,1.0,11.551
Gaussian,mix,gamma_0.0,350,ar1,0.3,1.0,6.898398398398398
Gaussian,mix,gamma_0.25,350,ar1,0.3,1.0,5.578037620742247
Gaussian,mix,gamma_0.45,350,ar1,0.3,1.0,5.303495762711864
Gaussian,mix,log,350,ar1,0.3,1.0,11.574
Gaussian,mix,gamma_0.0,350,ar1,0.5,1.0,6.837
Gaussian,mix,gamma_0.25,350,ar1,0.5,1.0,5.518481012658228
Gaussian,mix,gamma_0.45,350,ar1,0.5,1.0,5.231784582893347
Gaussian,mix,log,350,ar1,0.5,1.0,11.545
Gaussian,mix,gamma_0.0,350,ar1,0.7,1.0,6.926426426426427
Gaussian,mix,gamma_0.25,350,ar1,0.7,1.0,5.607088607594937
Gaussian,mix,gamma_0.45,350,ar1,0.7,1.0,5.348837209302325
Gaussian,mix,log,350,ar1,0.7,1.0,11.684
Gaussian,mix,gamma_0.0,350,ar1,0.9,1.0,7.0880440220110055
Gaussian,mix,gamma_0.25,350,ar1,0.9,1.0,5.73630831643002
Gaussian,mix,gamma_0.45,350,ar1,0.9,1.0,5.458377239199157
Gaussian,mix,log,350,ar1,0.9,1.0,11.824
Gaussian,mix,gamma_0.0,350,spike,2.0,1.0,13.01000500250125
Gaussian,mix,gamma_0.25,350,spike,2.0,1.0,10.573886639676113
Gaussian,mix,gamma_0.45,350,spike,2.0,1.0,10.127693116132422
Gaussian,mix,log,350,spike,2.0,1.0,22.402
Gaussian,mix,gamma_0.0,350,spike,2.5,1.0,12.2955
Gaussian,mix,gamma_0.25,350,spike,2.5,1.0,10.014668689934243
Gaussian,mix,gamma_0.45,350,spike,2.5,1.0,9.598223615464995
Gaussian,mix,log,350,spike,2.5,1.0,21.1955
Gaussian,mix,gamma_0.0,350,spike,3.0,1.0,11.722
Gaussian,mix,gamma_0.25,350,spike,3.0,1.0,9.448432760364003
Gaussian,mix,gamma_0.45,350,spike,3.0,1.0,9.052603892688058
Gaussian,mix,log,350,spike,3.0,1.0,20.207
Gaussian,mix,gamma_0.0,350,spike,3.5,1.0,11.42413620430646
Gaussian,mix,gamma_0.25,350,spike,3.5,1.0,9.219462747085656
Gaussian,mix,gamma_0.45,350,spike,3.5,1.0,8.86380498145204
Gaussian,mix,log,350,spike,3.5,1.0,19.571
Gaussian,mix,gamma_0.0,350,spike,4.0,1.0,10.9485
Gaussian,mix,gamma_0.25,350,spike,4.0,1.0,8.898887765419616
Gaussian,mix,gamma_0.45,350,spike,4.0,1.0,8.523708044752265
Gaussian,mix,log,350,spike,4.0,1.0,18.7595
Gaussian,mix,gamma_0.0,450,inflation,1.1,0.997,118.15924219150025
Gaussian,mix,gamma_0.25,450,inflation,1.1,0.9925,128.4893730074389
Gaussian,mix,gamma_0.45,450,inflation,1.1,0.9455,170.54221711659966
Gaussian,mix,log,450,inflation,1.1,0.987,190.06183476938673
Gaussian,mix,gamma_0.0,450,inflation,1.2,1.0,47.3159229208925
Gaussian,mix,gamma_0.25,450,inflation,1.2,1.0,47.67137624280481
Gaussian,mix,gamma_0.45,450,inflation,1.2,1.0,56.474114441416894
Gaussian,mix,log,450,inflation,1.2,1.0,73.9665
Gaussian,mix,gamma_0.0,450,inflation,1.3,1.0,29.606230847803882
Gaussian,mix,gamma_0.25,450,inflation,1.3,1.0,29.38077731092437
Gaussian,mix,gamma_0.45,450,inflation,1.3,1.0,33.81453362255965
Gaussian,mix,log,450,inflation,1.3,1.0,46.2215
Gaussian,mix,gamma_0.0,450,inflation,1.4,1.0,21.26930894308943
Gaussian,mix,gamma_0.25,450,inflation,1.4,1.0,21.044979079497907
Gaussian,mix,gamma_0.45,450,inflation,1.4,1.0,23.758116883116884
Gaussian,mix,log,450,inflation,1.4,1.0,33.125062531265634
Gaussian,mix,gamma_0.0,450,inflation,1.5,1.0,16.92700357325166
Gaussian,mix,gamma_0.25,450,inflation,1.5,1.0,16.60511215440793
Gaussian,mix,gamma_0.45,450,inflation,1.5,1.0,18.672264355362948
Gaussian,mix,log,450,inflation,1.5,1.0,26.3745
Gaussian,mix,gamma_0.0,450,ar1,0.1,1.0,8.657157412124299
Gaussian,mix,gamma_0.25,450,ar1,0.1,1.0,8.438845144356955
Gaussian,mix,gamma_0.45,450,ar1,0.1,1.0,9.31195652173913
Gaussian,mix,log,450,ar1,0.1,1.0,13.1235
Gaussian,mix,gamma_0.0,450,ar1,0.3,1.0,8.518140010219724
Gaussian,mix,gamma_0.25,450,ar1,0.3,1.0,8.308870116156283
Gaussian,mix,gamma_0.45,450,ar1,0.3,1.0,9.213507625272332
Gaussian,mix,log,450,ar1,0.3,1.0,13.0315
Gaussian,mix,gamma_0.0,450,ar1,0.5,1.0,8.507621951219512
Gaussian,mix,gamma_0.25,450,ar1,0.5,1.0,8.299158780231336
Gaussian,mix,gamma_0.45,450,ar1,0.5,1.0,9.166666666666666
Gaussian,mix,log,450,ar1,0.5,1.0,13.012506253126563
Gaussian,mix,gamma_0.0,450,ar1,0.7,1.0,8.560142711518859
Gaussian,mix,gamma_0.25,450,ar1,0.7,1.0,8.366263794009459
Gaussian,mix,gamma_0.45,450,ar1,0.7,1.0,9.25095680699836
Gaussian,mix,log,450,ar1,0.7,1.0,13.0545
Gaussian,mix,gamma_0.0,450,ar1,0.9,1.0,8.674134419551935
Gaussian,mix,gamma_0.25,450,ar1,0.9,1.0,8.42901878914405
Gaussian,mix,gamma_0.45,450,ar1,0.9,1.0,9.339805825242719
Gaussian,mix,log,450,ar1,0.9,1.0,13.2795
Gaussian,mix,gamma_0.0,450,spike,2.0,1.0,16.078132927447996
Gaussian,mix,gamma_0.25,450,spike,2.0,1.0,15.812467532467533
Gaussian,mix,gamma_0.45,450,spike,2.0,1.0,17.73135135135135
Gaussian,mix,log,450,spike,2.0,1.0,24.9155
Gaussian,mix,gamma_0.0,450,spike,2.5,1.0,15.32924335378323
Gaussian,mix,gamma_0.25,450,spike,2.5,1.0,15.065126050420169
Gaussian,mix,gamma_0.45,450,spike,2.5,1.0,16.835861321776814
Gaussian,mix,log,450,spike,2.5,1.0,23.7675
Gaussian,mix,gamma_0.0,450,spike,3.0,1.0,14.76530612244898
Gaussian,mix,gamma_0.25,450,spike,3.0,1.0,14.471668415529905
Gaussian,mix,gamma_0.45,450,spike,3.0,1.0,16.178436657681942
Gaussian,mix,log,450,spike,3.0,1.0,22.742
Gaussian,mix,gamma_0.0,450,spike,3.5,1.0,14.468606431852987
Gaussian,mix,gamma_0.25,450,spike,3.5,1.0,14.17192429022082
Gaussian,mix,gamma_0.45,450,spike,3.5,1.0,15.808026030368763
Gaussian,mix,log,450,spike,3.5,1.0,22.1895
Gaussian,mix,gamma_0.0,450,spike,4.0,1.0,13.629667519181586
Gaussian,mix,gamma_0.25,450,spike,4.0,1.0,13.353935552033809
Gaussian,mix,gamma_0.45,450,spike,4.0,1.0,14.861917808219179
Gaussian,mix,log,450,spike,4.0,1.0,21.056
Gaussian,mix,gamma_0.0,550,inflation,1.1,0.993,140.6089676746611
Gaussian,mix,gamma_0.25,550,inflation,1.1,0.978,160.31151974040023
Gaussian,mix,gamma_0.45,550,inflation,1.1,0.863,205.7185089974293
Gaussian,mix,log,550,inflation,1.1,0.98,194.70867346938775
Gaussian,mix,gamma_0.0,550,inflation,1.2,1.0,55.99638055842813
Gaussian,mix,gamma_0.25,550,inflation,1.2,1.0,60.829281183932345
Gaussian,mix,gamma_0.45,550,inflation,1.2,1.0,76.50751879699249
Gaussian,mix,log,550,inflation,1.2,1.0,79.9493987975952
Gaussian,mix,gamma_0.0,550,inflation,1.3,1.0,35.39064935064935
Gaussian,mix,gamma_0.25,550,inflation,1.3,1.0,37.73219978746015
Gaussian,mix,gamma_0.45,550,inflation,1.3,1.0,45.99726626571897
Gaussian,mix,log,550,inflation,1.3,1.0,50.491
Gaussian,mix,gamma_0.0,550,inflation,1.4,1.0,26.18733783082512
Gaussian,mix,gamma_0.25,550,inflation,1.4,1.0,27.783970276008493
Gaussian,mix,gamma_0.45,550,inflation,1.4,1.0,33.288367012561444
Gaussian,mix,log,550,inflation,1.4,1.0,37.036518259129565
Gaussian,mix,gamma_0.0,550,inflation,1.5,1.0,20.522349272349274
Gaussian,mix,gamma_0.25,550,inflation,1.5,1.0,21.71276595744681
Gaussian,mix,gamma_0.45,550,inflation,1.5,1.0,25.911330049261085
Gaussian,mix,log,550,inflation,1.5,1.0,29.18
Gaussian,mix,gamma_0.0,550,ar1,0.1,1.0,10.263510036026762
Gaussian,mix,gamma_0.25,550,ar1,0.1,1.0,10.774855339295108
Gaussian,mix,gamma_0.45,550,ar1,0.1,1.0,12.67372421281216
Gaussian,mix,log,550,ar1,0.1,1.0,14.436218109054527
Gaussian,mix,gamma_0.0,550,ar1,0.3,1.0,10.434128630705395
Gaussian,mix,gamma_0.25,550,ar1,0.3,1.0,10.850951374207188
Gaussian,mix,gamma_0.45,550,ar1,0.3,1.0,12.714900484131253
Gaussian,mix,log,550,ar1,0.3,1.0,14.573786893446723
Gaussian,mix,gamma_0.0,550,ar1,0.5,1.0,10.200522193211489
Gaussian,mix,gamma_0.25,550,ar1,0.5,1.0,10.693953986088818
Gaussian,mix,gamma_0.45,550,ar1,0.5,1.0,12.569489685124864
Gaussian,mix,log,550,ar1,0.5,1.0,14.32016008004002
Gaussian,mix,gamma_0.0,550,ar1,0.7,1.0,10.275897969807392
Gaussian,mix,gamma_0.25,550,ar1,0.7,1.0,10.757961783439491
Gaussian,mix,gamma_0.45,550,ar1,0.7,1.0,12.632152588555858
Gaussian,mix,log,550,ar1,0.7,1.0,14.413706853426714
Gaussian,mix,gamma_0.0,550,ar1,0.9,1.0,10.313634007257646
Gaussian,mix,gamma_0.25,550,ar1,0.9,1.0,10.823779193205946
Gaussian,mix,gamma_0.45,550,ar1,0.9,1.0,12.626020685900926
Gaussian,mix,log,550,ar1,0.9,1.0,14.4755
Gaussian,mix,gamma_0.0,550,spike,2.0,1.0,19.43782383419689
Gaussian,mix,gamma_0.25,550,spike,2.0,1.0,20.580148619957537
Gaussian,mix,gamma_0.45,550,spike,2.0,1.0,24.549809471965162
Gaussian,mix,log,550,spike,2.0,1.0,27.7015
Gaussian,mix,gamma_0.0,550,spike,2.5,1.0,18.479937467430954
Gaussian,mix,gamma_0.25,550,spike,2.5,1.0,19.53411513859275
Gaussian,mix,gamma_0.45,550,spike,2.5,1.0,23.2619825708061
Gaussian,mix,log,550,spike,2.5,1.0,26.25062531265633
Gaussian,mix,gamma_0.0,550,spike,3.0,1.0,17.943376623376622
Gaussian,mix,gamma_0.25,550,spike,3.0,1.0,18.909814323607428
Gaussian,mix,gamma_0.45,550,spike,3.0,1.0,22.438891906572515
Gaussian,mix,log,550,spike,3.0,1.0,25.273773773773772
Gaussian,mix,gamma_0.0,550,spike,3.5,1.0,17.0665626625065
Gaussian,mix,gamma_0.25,550,spike,3.5,1.0,17.935397757608115
Gaussian,mix,gamma_0.45,550,spike,3.5,1.0,21.27967032967033
Gaussian,mix,log,550,spike,3.5,1.0,24.042
Gaussian,mix,gamma_0.0,550,spike,4.0,1.0,16.46542827657379
Gaussian,mix,gamma_0.25,550,spike,4.0,1.0,17.276809297411518
Gaussian,mix,gamma_0.45,550,spike,4.0,1.0,20.457544618712816
Gaussian,mix,log,550,spike,4.0,1.0,23.222611305652826
Uniform,linear,gamma_0.0,350,inflation,1.1,0.995,94.59889280322093
Uniform,linear,gamma_0.25,350,inflation,1.1,0.994,86.48028673835125
Uniform,linear,gamma_0.45,350,inflation,1.1,0.973,99.09060955518946
Uniform,linear,log,350,inflation,1.1,0.9845,183.467750126968
Uniform,linear,gamma_0.0,350,inflation,1.2,1.0,36.51503006012024
Uniform,linear,gamma_0.25,350,inflation,1.2,1.0,30.848223350253807
Uniform,linear,gamma_0.45,350,inflation,1.2,1.0,31.33069202324353
Uniform,linear,log,350,inflation,1.2,1.0,65.9425
Uniform,linear,gamma_0.0,350,inflation,1.3,1.0,22.8805
Uniform,linear,gamma_0.25,350,inflation,1.3,1.0,18.82994923857868
Uniform,linear,gamma_0.45,350,inflation,1.3,1.0,18.356576862123614
Uniform,linear,log,350,inflation,1.3,1.0,40.336
Uniform,linear,gamma_0.0,350,inflation,1.4,1.0,16.8425
Uniform,linear,gamma_0.25,350,inflation,1.4,1.0,13.804149797570851
Uniform,linear,gamma_0.45,350,inflation,1.4,1.0,13.32086406743941
Uniform,linear,log,350,inflation,1.4,1.0,29.102
Uniform,linear,gamma_0.0,350,inflation,1.5,1.0,13.201802704056083
Uniform,linear,gamma_0.25,350,inflation,1.5,1.0,10.71740233384069
Uniform,linear,gamma_0.45,350,inflation,1.5,1.0,10.283447911158117
Uniform,linear,log,350,inflation,1.5,1.0,22.723
Uniform,linear,gamma_0.0,350,ar1,0.1,1.0,6.672836418209105
Uniform,linear,gamma_0.25,350,ar1,0.1,1.0,5.414264036418817
Uniform,linear,gamma_0.45,350,ar1,0.1,1.0,5.142024377318495
Uniform,linear,log,350,ar1,0.1,1.0,11.121
Uniform,linear,gamma_0.0,350,ar1,0.3,1.0,6.549774887443722
Uniform,linear,gamma_0.25,350,ar1,0.3,1.0,5.318342597271349
Uniform,linear,gamma_0.45,350,ar1,0.3,1.0,5.058421052631579
Uniform,linear,log,350,ar1,0.3,1.0,11.0075
Uniform,linear,gamma_0.0,350,ar1,0.5,1.0,6.6685
Uniform,linear,gamma_0.25,350,ar1,0.5,1.0,5.367357251136938
Uniform,linear,gamma_0.45,350,ar1,0.5,1.0,5.090094836670179
Uniform,linear,log,350,ar1,0.5,1.0,11.1445
Uniform,linear,gamma_0.0,350,ar1,0.7,1.0,6.652979469203806
Uniform,linear,gamma_0.25,350,ar1,0.7,1.0,5.391919191919192
Uniform,linear,gamma_0.45,350,ar1,0.7,1.0,5.122955145118733
Uniform,linear,log,350,ar1,0.7,1.0,11.139
Uniform,linear,gamma_0.0,350,ar1,0.9,1.0,6.699849924962481
Uniform,linear,gamma_0.25,350,ar1,0.9,1.0,5.489609731373543
Uniform,linear,gamma_0.45,350,ar1,0.9,1.0,5.220806794055202
Uniform,linear,log,350,ar1,0.9,1.0,11.1535
Uniform,linear,gamma_0.0,350,spike,2.0,1.0,12.491737606409615
Uniform,linear,gamma_0.25,350,spike,2.0,1.0,10.132554596241746
Uniform,linear,gamma_0.45,350,spike,2.0,1.0,9.746292372881356
Uniform,linear,log,350,spike,2.0,1.0,21.4985
Uniform,linear,gamma_0.0,350,spike,2.5,1.0,11.9004004004004
Uniform,linear,gamma_0.25,350,spike,2.5,1.0,9.631126831733198
Uniform,linear,gamma_0.45,350,spike,2.5,1.0,9.213382507903056
Uniform,linear,log,350,spike,2.5,1.0,20.44
Uniform,linear,gamma_0.0,350,spike,3.0,1.0,11.425212606303152
Uniform,linear,gamma_0.25,350,spike,3.0,1.0,9.27488630621526
Uniform,linear,gamma_0.45,350,spike,3.0,1.0,8.928046218487395
Uniform,linear,log,350,spike,3.0,1.0,19.607
Uniform,linear,gamma_0.0,350,spike,3.5,1.0,10.959
Uniform,linear,gamma_0.25,350,spike,3.5,1.0,8.922606924643585
Uniform,linear,gamma_0.45,350,spike,3.5,1.0,8.537321334039174
Uniform,linear,log,350,spike,3.5,1.0,18.7555
Uniform,linear,gamma_0.0,350,spike,4.0,1.0,10.5015
Uniform,linear,gamma_0.25,350,spike,4.0,1.0,8.54158215010142
Uniform,linear,gamma_0.45,350,spike,4.0,1.0,8.162262156448202
Uniform,linear,log,350,spike,4.0,1.0,17.915
Uniform,linear,gamma_0.0,450,inflation,1.1,0.9975,116.12844036697248
Uniform,linear,gamma_0.25,450,inflation,1.1,0.9925,124.75039411455596
Uniform,linear,gamma_0.45,450,inflation,1.1,0.952,160.7915014164306
Uniform,linear,log,450,inflation,1.1,0.9885,183.2377339403136
Uniform,linear,gamma_0.0,450,inflation,1.2,1.0,45.38747454175153
Uniform,linear,gamma_0.25,450,inflation,1.2,1.0,45.69109947643979
Uniform,linear,gamma_0.45,450,inflation,1.2,1.0,53.76810016330975
Uniform,linear,log,450,inflation,1.2,1.0,71.8195
Uniform,linear,gamma_0.0,450,inflation,1.3,1.0,28.794910941475827
Uniform,linear,gamma_0.25,450,inflation,1.3,1.0,28.534267912772584
Uniform,linear,gamma_0.45,450,inflation,1.3,1.0,32.65964343598055
Uniform,linear,log,450,inflation,1.3,1.0,45.1205
Uniform,linear,gamma_0.0,450,inflation,1.4,1.0,21.15989847715736
Uniform,linear,gamma_0.25,450,inflation,1.4,1.0,20.881889763779526
Uniform,linear,gamma_0.45,450,inflation,1.4,1.0,23.57073695535234
Uniform,linear,log,450,inflation,1.4,1.0,32.801900950475236
Uniform,linear,gamma_0.0,450,inflation,1.5,1.0,16.74226281075596
Uniform,linear,gamma_0.25,450,inflation,1.5,1.0,16.463912133891213
Uniform,linear,gamma_0.45,450,inflation,1.5,1.0,18.328301886792453
Uniform,linear,log,450,inflation,1.5,1.0,25.6865
Uniform,linear,gamma_0.0,450,ar1,0.1,1.0,8.429444727457973
Uniform,linear,gamma_0.25,450,ar1,0.1,1.0,8.209533787323206
Uniform,linear,gamma_0.45,450,ar1,0.1,1.0,9.034519956850055
Uniform,linear,log,450,ar1,0.1,1.0,12.7085
Uniform,linear,gamma_0.0,450,ar1,0.3,1.0,8.282286881061767
Uniform,linear,gamma_0.25,450,ar1,0.3,1.0,8.075026232948584
Uniform,linear,gamma_0.45,450,ar1,0.3,1.0,8.921066956995102
Uniform,linear,log,450,ar1,0.3,1.0,12.6
Uniform,linear,gamma_0.0,450,ar1,0.5,1.0,8.366377107818089
Uniform,linear,gamma_0.25,450,ar1,0.5,1.0,8.149081364829396
Uniform,linear,gamma_0.45,450,ar1,0.5,1.0,8.995689655172415
Uniform,linear,log,450,ar1,0.5,1.0,12.7305
Uniform,linear,gamma_0.0,450,ar1,0.7,1.0,8.442239185750637
Uniform,linear,gamma_0.25,450,ar1,0.7,1.0,8.23309053069719
Uniform,linear,gamma_0.45,450,ar1,0.7,1.0,9.04331348132106
Uniform,linear,log,450,ar1,0.7,1.0,12.701350675337668
Uniform,linear,gamma_0.0,450,ar1,0.9,1.0,8.447890188103711
Uniform,linear,gamma_0.25,450,ar1,0.9,1.0,8.220954356846473
Uniform,linear,gamma_0.45,450,ar1,0.9,1.0,9.085744908896034
Uniform,linear,log,450,ar1,0.9,1.0,12.7935
Uniform,linear,gamma_0.0,450,spike,2.0,1.0,15.769660071029934
Uniform,linear,gamma_0.25,450,spike,2.0,1.0,15.525221008840354
Uniform,linear,gamma_0.45,450,spike,2.0,1.0,17.261587639850827
Uniform,linear,log,450,spike,2.0,1.0,24.3375
Uniform,linear,gamma_0.0,450,spike,2.5,1.0,14.978050025523226
Uniform,linear,gamma_0.25,450,spike,2.5,1.0,14.710290237467019
Uniform,linear,gamma_0.45,450,spike,2.5,1.0,16.50217155266015
Uniform,linear,log,450,spike,2.5,1.0,23.092
Uniform,linear,gamma_0.0,450,spike,3.0,1.0,14.389590702374937
Uniform,linear,gamma_0.25,450,spike,3.0,1.0,14.032591826176928
Uniform,linear,gamma_0.45,450,spike,3.0,1.0,15.71351931330472
Uniform,linear,log,450,spike,3.0,1.0,22.141
Uniform,linear,gamma_0.0,450,spike,3.5,1.0,13.844274809160305
Uniform,linear,gamma_0.25,450,spike,3.5,1.0,13.520083463745436
Uniform,linear,gamma_0.45,450,spike,3.5,1.0,15.087284482758621
Uniform,linear,log,450,spike,3.5,1.0,21.2305
Uniform,linear,gamma_0.0,450,spike,4.0,1.0,13.267820773930753
Uniform,linear,gamma_0.25,450,spike,4.0,1.0,12.965104166666666
Uniform,linear,gamma_0.45,450,spike,4.0,1.0,14.388375882672461
Uniform,linear,log,450,spike,4.0,1.0,20.3305
Uniform,linear,gamma_0.0,550,inflation,1.1,0.9915,138.91413612565444
Uniform,linear,gamma_0.25,550,inflation,1.1,0.98,159.7506760411033
Uniform,linear,gamma_0.45,550,inflation,1.1,0.8845,210.74954072259644
Uniform,linear,log,550,inflation,1.1,0.982,193.66547679755226
Uniform,linear,gamma_0.0,550,inflation,1.2,1.0,55.67153284671533
Uniform,linear,gamma_0.25,550,inflation,1.2,1.0,60.00801282051282
Uniform,linear,gamma_0.45,550,inflation,1.2,1.0,75.20054794520549
Uniform,linear,log,550,inflation,1.2,1.0,78.68568568568568
Uniform,linear,gamma_0.0,550,inflation,1.3,1.0,34.92935064935065
Uniform,linear,gamma_0.25,550,inflation,1.3,1.0,37.371808510638296
Uniform,linear,gamma_0.45,550,inflation,1.3,1.0,45.268583830710796
Uniform,linear,log,550,inflation,1.3,1.0,49.57185778668002
Uniform,linear,gamma_0.0,550,inflation,1.4,1.0,25.62780972294825
Uniform,linear,gamma_0.25,550,inflation,1.4,1.0,27.143550998381002
Uniform,linear,gamma_0.45,550,inflation,1.4,1.0,32.48349834983498
Uniform,linear,log,550,inflation,1.4,1.0,36.21971971971972
Uniform,linear,gamma_0.0,550,inflation,1.5,1.0,19.950052029136316
Uniform,linear,gamma_0.25,550,inflation,1.5,1.0,21.032568072610786
Uniform,linear,gamma_0.45,550,inflation,1.5,1.0,25.241900647948164
Uniform,linear,log,550,inflation,1.5,1.0,28.4392196098049
Uniform,linear,gamma_0.0,550,ar1,0.1,1.0,10.080703569580962
Uniform,linear,gamma_0.25,550,ar1,0.1,1.0,10.49868073878628
Uniform,linear,gamma_0.45,550,ar1,0.1,1.0,12.340032590983162
Uniform,linear,log,550,ar1,0.1,1.0,14.106606606606606
Uniform,linear,gamma_0.0,550,ar1,0.3,1.0,10.025454545454545
Uniform,linear,gamma_0.25,550,ar1,0.3,1.0,10.476417594064653
Uniform,linear,gamma_0.45,550,ar1,0.3,1.0,12.351541373715522
Uniform,linear,log,550,ar1,0.3,1.0,14.049524762381191
Uniform,linear,gamma_0.0,550,ar1,0.5,1.0,10.076604554865424
Uniform,linear,gamma_0.25,550,ar1,0.5,1.0,10.527426160337553
Uniform,linear,gamma_0.45,550,ar1,0.5,1.0,12.275493860117459
Uniform,linear,log,550,ar1,0.5,1.0,14.094736842105263
Uniform,linear,gamma_0.0,550,ar1,0.7,1.0,10.21461897356143
Uniform,linear,gamma_0.25,550,ar1,0.7,1.0,10.645998940116588
Uniform,linear,gamma_0.45,550,ar1,0.7,1.0,12.480280929227444
Uniform,linear,log,550,ar1,0.7,1.0,14.22922922922923
Uniform,linear,gamma_0.0,550,ar1,0.9,1.0,10.186652763295099
Uniform,linear,gamma_0.25,550,ar1,0.9,1.0,10.6741452991453
Uniform,linear,gamma_0.45,550,ar1,0.9,1.0,12.46078431372549
Uniform,linear,log,550,ar1,0.9,1.0,14.234234234234235
Uniform,linear,gamma_0.0,550,spike,2.0,1.0,19.439125910509887
Uniform,linear,gamma_0.25,550,spike,2.0,1.0,20.456625864821714
Uniform,linear,gamma_0.45,550,spike,2.0,1.0,24.303763440860216
Uniform,linear,log,550,spike,2.0,1.0,27.386693346673336
Uniform,linear,gamma_0.0,550,spike,2.5,1.0,18.19572025052192
Uniform,linear,gamma_0.25,550,spike,2.5,1.0,19.132415254237287
Uniform,linear,gamma_0.45,550,spike,2.5,1.0,22.783827493261455
Uniform,linear,log,550,spike,2.5,1.0,25.795295295295297
Uniform,linear,gamma_0.0,550,spike,3.0,1.0,17.84837545126354
Uniform,linear,gamma_0.25,550,spike,3.0,1.0,18.77989417989418
Uniform,linear,gamma_0.45,550,spike,3.0,1.0,22.183684494867638
Uniform,linear,log,550,spike,3.0,1.0,25.034517258629315
Uniform,linear,gamma_0.0,550,spike,3.5,1.0,16.710444674250258
Uniform,linear,gamma_0.25,550,spike,3.5,1.0,17.63583509513742
Uniform,linear,gamma_0.45,550,spike,3.5,1.0,20.87987012987013
Uniform,linear,log,550,spike,3.5,1.0,23.688877755511022
Uniform,linear,gamma_0.0,550,spike,4.0,1.0,16.127703398558186
Uniform,linear,gamma_0.25,550,spike,4.0,1.0,16.87251828631139
Uniform,linear,gamma_0.45,550,spike,4.0,1.0,19.982123510292524
Uniform,linear,log,550,spike,4.0,1.0,22.604302151075537
Uniform,log,gamma_0.0,350,inflation,1.1,1.0,40.2535
Uniform,log,gamma_0.25,350,inflation,1.1,1.0,34.1577350859454
Uniform,log,gamma_0.45,350,inflation,1.1,1.0,34.78958333333333
Uniform,log,log,350,inflation,1.1,1.0,73.464
Uniform,log,gamma_0.0,350,inflation,1.2,1.0,19.038519259629815
Uniform,log,gamma_0.25,350,inflation,1.2,1.0,15.467336683417086
Uniform,log,gamma_0.45,350,inflation,1.2,1.0,15.034751037344398
Uniform,log,log,350,inflation,1.2,1.0,33.6495
Uniform,log,gamma_0.0,350,inflation,1.3,1.0,12.4475
Uniform,log,gamma_0.25,350,inflation,1.3,1.0,10.012632642748864
Uniform,log,gamma_0.45,350,inflation,1.3,1.0,9.582767624020887
Uniform,log,log,350,inflation,1.3,1.0,21.7765
Uniform,log,gamma_0.0,350,inflation,1.4,1.0,9.528764382191095
Uniform,log,gamma_0.25,350,inflation,1.4,1.0,7.626008064516129
Uniform,log,gamma_0.45,350,inflation,1.4,1.0,7.237922077922078
Uniform,log,log,350,inflation,1.4,1.0,16.464
Uniform,log,gamma_0.0,350,inflation,1.5,1.0,7.763
Uniform,log,gamma_0.25,350,inflation,1.5,1.0,6.227593152064451
Uniform,log,gamma_0.45,350,inflation,1.5,1.0,5.925559604372722
Uniform,log,log,350,inflation,1.5,1.0,13.306
Uniform,log,gamma_0.0,350,ar1,0.1,1.0,4.252
Uniform,log,gamma_0.25,350,ar1,0.1,1.0,3.4406438631790746
Uniform,log,gamma_0.45,350,ar1,0.1,1.0,3.254668049792531
Uniform,log,log,350,ar1,0.1,1.0,7.137
Uniform,log,gamma_0.0,350,ar1,0.3,1.0,4.278
Uniform,log,gamma_0.25,350,ar1,0.3,1.0,3.463365336028297
Uniform,log,gamma_0.45,350,ar1,0.3,1.0,3.2680895366996356
Uniform,log,log,350,ar1,0.3,1.0,7.1595
Uniform,log,gamma_0.0,350,ar1,0.5,1.0,4.3035
Uniform,log,gamma_0.25,350,ar1,0.5,1.0,3.4798183652875885
Uniform,log,gamma_0.45,350,ar1,0.5,1.0,3.2885520125457397
Uniform,log,log,350,ar1,0.5,1.0,7.195
Uniform,log,gamma_0.0,350,ar1,0.7,1.0,4.318659329664833
Uniform,log,gamma_0.25,350,ar1,0.7,1.0,3.4914141414141415
Uniform,log,gamma_0.45,350,ar1,0.7,1.0,3.288622129436326
Uniform,log,log,350,ar1,0.7,1.0,7.232
Uniform,log,gamma_0.0,350,ar1,0.9,1.0,4.5045
Uniform,log,gamma_0.25,350,ar1,0.9,1.0,3.651844365841334
Uniform,log,gamma_0.45,350,ar1,0.9,1.0,3.454497907949791
Uniform,log,log,350,ar1,0.9,1.0,7.5975
Uniform,log,gamma_0.0,350,spike,2.0,1.0,7.419209604802401
Uniform,log,gamma_0.25,350,spike,2.0,1.0,5.954476479514415
Uniform,log,gamma_0.45,350,spike,2.0,1.0,5.679096638655462
Uniform,log,log,350,spike,2.0,1.0,12.7105
Uniform,log,gamma_0.0,350,spike,2.5,1.0,7.1445
Uniform,log,gamma_0.25,350,spike,2.5,1.0,5.713420787083754
Uniform,log,gamma_0.45,350,spike,2.5,1.0,5.408163265306122
Uniform,log,log,350,spike,2.5,1.0,12.2035
Uniform,log,gamma_0.0,350,spike,3.0,1.0,6.874874874874875
Uniform,log,gamma_0.25,350,spike,3.0,1.0,5.502525252525253
Uniform,log,gamma_0.45,350,spike,3.0,1.0,5.236096537250787
Uniform,log,log,350,spike,3.0,1.0,11.745
