Distribution,FunctionType,WeightFunction,K_Star,ChangeType,ChangeParam,Power,EDD
TDist,linear,log,450,ar1,0.5,1.0,15.00200100050025
TDist,linear,gamma_0.0,450,ar1,0.7,1.0,9.939161554192228
TDist,linear,gamma_0.25,450,ar1,0.7,1.0,9.69826224328594
TDist,linear,gamma_0.45,450,ar1,0.7,1.0,10.73986856516977
TDist,linear,log,450,ar1,0.7,1.0,15.1585
TDist,linear,gamma_0.0,450,ar1,0.9,1.0,10.01639344262295
TDist,linear,gamma_0.25,450,ar1,0.9,1.0,9.701052631578948
TDist,linear,gamma_0.45,450,ar1,0.9,1.0,10.695367847411443
TDist,linear,log,450,ar1,0.9,1.0,15.132566283141571
TDist,linear,gamma_0.0,450,spike,2.0,1.0,19.01180092355054
TDist,linear,gamma_0.25,450,spike,2.0,1.0,18.6989417989418
TDist,linear,gamma_0.45,450,spike,2.0,1.0,20.970990695128627
TDist,linear,log,450,spike,2.0,1.0,29.225
TDist,linear,gamma_0.0,450,spike,2.5,1.0,18.235926305015354
TDist,linear,gamma_0.25,450,spike,2.5,1.0,17.88469601677149
TDist,linear,gamma_0.45,450,spike,2.5,1.0,19.953463203463205
TDist,linear,log,450,spike,2.5,1.0,27.997
TDist,linear,gamma_0.0,450,spike,3.0,1.0,17.219037871033777
TDist,linear,gamma_0.25,450,spike,3.0,1.0,16.892857142857142
TDist,linear,gamma_0.45,450,spike,3.0,1.0,18.90582471420795
TDist,linear,log,450,spike,3.0,1.0,26.6275
TDist,linear,gamma_0.0,450,spike,3.5,1.0,16.619559651817717
TDist,linear,gamma_0.25,450,spike,3.5,1.0,16.30826271186441
TDist,linear,gamma_0.45,450,spike,3.5,1.0,18.227371864776444
TDist,linear,log,450,spike,3.5,1.0,25.4055
TDist,linear,gamma_0.0,450,spike,4.0,1.0,15.964212678936605
TDist,linear,gamma_0.25,450,spike,4.0,1.0,15.716851558372953
TDist,linear,gamma_0.45,450,spike,4.0,1.0,17.585792349726777
TDist,linear,log,450,spike,4.0,1.0,24.527
TDist,linear,gamma_0.0,550,inflation,1.1,0.958,172.11735807860262
TDist,linear,gamma_0.25,550,inflation,1.1,0.912,194.82948490230905
TDist,linear,gamma_0.45,550,inflation,1.1,0.683,234.88655462184875
TDist,linear,log,550,inflation,1.1,0.905,230.28689883913765
TDist,linear,gamma_0.0,550,inflation,1.2,1.0,68.46419236800837
TDist,linear,gamma_0.25,550,inflation,1.2,1.0,74.75952764358561
TDist,linear,gamma_0.45,550,inflation,1.2,1.0,95.57917808219177
TDist,linear,log,550,inflation,1.2,1.0,96.83233233233233
TDist,linear,gamma_0.0,550,inflation,1.3,1.0,42.97740409879138
TDist,linear,gamma_0.25,550,inflation,1.3,1.0,46.00700808625337
TDist,linear,gamma_0.45,550,inflation,1.3,1.0,56.28335170893054
TDist,linear,log,550,inflation,1.3,1.0,60.466
TDist,linear,gamma_0.0,550,inflation,1.4,1.0,30.660564853556487
TDist,linear,gamma_0.25,550,inflation,1.4,1.0,32.63358369098712
TDist,linear,gamma_0.45,550,inflation,1.4,1.0,39.61466885604817
TDist,linear,log,550,inflation,1.4,1.0,43.522
TDist,linear,gamma_0.0,550,inflation,1.5,1.0,24.19375
TDist,linear,gamma_0.25,550,inflation,1.5,1.0,25.547049441786285
TDist,linear,gamma_0.45,550,inflation,1.5,1.0,30.48651623555311
TDist,linear,log,550,inflation,1.5,1.0,34.0165
TDist,linear,gamma_0.0,550,ar1,0.1,1.0,11.963817514420557
TDist,linear,gamma_0.25,550,ar1,0.1,1.0,12.547322877230936
TDist,linear,gamma_0.45,550,ar1,0.1,1.0,14.713091922005571
TDist,linear,log,550,ar1,0.1,1.0,16.78295739348371
TDist,linear,gamma_0.0,550,ar1,0.3,1.0,11.758098223615464
TDist,linear,gamma_0.25,550,ar1,0.3,1.0,12.29796355841372
TDist,linear,gamma_0.45,550,ar1,0.3,1.0,14.463401210787012
TDist,linear,log,550,ar1,0.3,1.0,16.526526526526528
TDist,linear,gamma_0.0,550,ar1,0.5,1.0,11.841203943954334
TDist,linear,gamma_0.25,550,ar1,0.5,1.0,12.444147514698022
TDist,linear,gamma_0.45,550,ar1,0.5,1.0,14.626307099614749
TDist,linear,log,550,ar1,0.5,1.0,16.702905811623246
TDist,linear,gamma_0.0,550,ar1,0.7,1.0,12.136387298282145
TDist,linear,gamma_0.25,550,ar1,0.7,1.0,12.681769722814499
TDist,linear,gamma_0.45,550,ar1,0.7,1.0,14.884892086330936
TDist,linear,log,550,ar1,0.7,1.0,16.886386386386388
TDist,linear,gamma_0.0,550,ar1,0.9,1.0,12.124741200828158
TDist,linear,gamma_0.25,550,ar1,0.9,1.0,12.675517790759427
TDist,linear,gamma_0.45,550,ar1,0.9,1.0,14.879760609357998
TDist,linear,log,550,ar1,0.9,1.0,16.90895447723862
TDist,linear,gamma_0.0,550,spike,2.0,1.0,23.0
TDist,linear,gamma_0.25,550,spike,2.0,1.0,24.33139227104288
TDist,linear,gamma_0.45,550,spike,2.0,1.0,28.935240151106314
TDist,linear,log,550,spike,2.0,1.0,32.50025012506253
TDist,linear,gamma_0.0,550,spike,2.5,1.0,22.205851619644722
TDist,linear,gamma_0.25,550,spike,2.5,1.0,23.507510729613735
TDist,linear,gamma_0.45,550,spike,2.5,1.0,27.957189901207464
TDist,linear,log,550,spike,2.5,1.0,31.36086086086086
TDist,linear,gamma_0.0,550,spike,3.0,1.0,20.93850964043773
TDist,linear,gamma_0.25,550,spike,3.0,1.0,22.128808123997864
TDist,linear,gamma_0.45,550,spike,3.0,1.0,26.17377049180328
TDist,linear,log,550,spike,3.0,1.0,29.465232616308153
TDist,linear,gamma_0.0,550,spike,3.5,1.0,20.249868766404198
TDist,linear,gamma_0.25,550,spike,3.5,1.0,21.389876144318794
TDist,linear,gamma_0.45,550,spike,3.5,1.0,25.50027670171555
TDist,linear,log,550,spike,3.5,1.0,28.452952952952952
TDist,linear,gamma_0.0,550,spike,4.0,1.0,19.313183949973943
TDist,linear,gamma_0.25,550,spike,4.0,1.0,20.360384410037373
TDist,linear,gamma_0.45,550,spike,4.0,1.0,24.28814489571899
TDist,linear,log,550,spike,4.0,1.0,27.325825825825827
TDist,log,gamma_0.0,350,inflation,1.1,1.0,62.485242621310654
TDist,log,gamma_0.25,350,inflation,1.1,1.0,54.55780933062881
TDist,log,gamma_0.45,350,inflation,1.1,0.9995,61.02732527588019
TDist,log,log,350,inflation,1.1,1.0,123.243
TDist,log,gamma_0.0,350,inflation,1.2,1.0,28.15807903951976
TDist,log,gamma_0.25,350,inflation,1.2,1.0,23.18610547667343
TDist,log,gamma_0.45,350,inflation,1.2,1.0,23.09826589595376
TDist,log,log,350,inflation,1.2,1.0,51.8915
TDist,log,gamma_0.0,350,inflation,1.3,1.0,18.424712356178087
TDist,log,gamma_0.25,350,inflation,1.3,1.0,14.846542150429077
TDist,log,gamma_0.45,350,inflation,1.3,1.0,14.360440713536201
TDist,log,log,350,inflation,1.3,1.0,33.4055
TDist,log,gamma_0.0,350,inflation,1.4,1.0,13.829414707353676
TDist,log,gamma_0.25,350,inflation,1.4,1.0,11.119736174530695
TDist,log,gamma_0.45,350,inflation,1.4,1.0,10.738332459360251
TDist,log,log,350,inflation,1.4,1.0,24.8605
TDist,log,gamma_0.0,350,inflation,1.5,1.0,11.2355
TDist,log,gamma_0.25,350,inflation,1.5,1.0,8.973617453069508
TDist,log,gamma_0.45,350,inflation,1.5,1.0,8.636122881355933
TDist,log,log,350,inflation,1.5,1.0,19.988
TDist,log,gamma_0.0,350,ar1,0.1,1.0,6.0525
TDist,log,gamma_0.25,350,ar1,0.1,1.0,4.814720812182741
TDist,log,gamma_0.45,350,ar1,0.1,1.0,4.564941921858501
TDist,log,log,350,ar1,0.1,1.0,10.475
TDist,log,gamma_0.0,350,ar1,0.3,1.0,6.047023511755878
TDist,log,gamma_0.25,350,ar1,0.3,1.0,4.8259766615931
TDist,log,gamma_0.45,350,ar1,0.3,1.0,4.589512711864407
TDist,log,log,350,ar1,0.3,1.0,10.444
TDist,log,gamma_0.0,350,ar1,0.5,1.0,6.003
TDist,log,gamma_0.25,350,ar1,0.5,1.0,4.76282376841036
TDist,log,gamma_0.45,350,ar1,0.5,1.0,4.524189261031366
TDist,log,log,350,ar1,0.5,1.0,10.5175
TDist,log,gamma_0.0,350,ar1,0.7,1.0,6.128192288432649
TDist,log,gamma_0.25,350,ar1,0.7,1.0,4.876016260162602
TDist,log,gamma_0.45,350,ar1,0.7,1.0,4.614420062695925
TDist,log,log,350,ar1,0.7,1.0,10.705
TDist,log,gamma_0.0,350,ar1,0.9,1.0,6.354677338669335
TDist,log,gamma_0.25,350,ar1,0.9,1.0,5.036529680365297
TDist,log,gamma_0.45,350,ar1,0.9,1.0,4.790143084260731
TDist,log,log,350,ar1,0.9,1.0,11.333
TDist,log,gamma_0.0,350,spike,2.0,1.0,10.714357178589294
TDist,log,gamma_0.25,350,spike,2.0,1.0,8.535605289928789
TDist,log,gamma_0.45,350,spike,2.0,1.0,8.22140221402214
TDist,log,log,350,spike,2.0,1.0,19.0415
TDist,log,gamma_0.0,350,spike,2.5,1.0,10.269134567283642
TDist,log,gamma_0.25,350,spike,2.5,1.0,8.149162861491629
TDist,log,gamma_0.45,350,spike,2.5,1.0,7.776959495002631
TDist,log,log,350,spike,2.5,1.0,18.216
TDist,log,gamma_0.0,350,spike,3.0,1.0,9.958458458458459
TDist,log,gamma_0.25,350,spike,3.0,1.0,7.929042067916878
TDist,log,gamma_0.45,350,spike,3.0,1.0,7.5523255813953485
TDist,log,log,350,spike,3.0,1.0,17.6195
TDist,log,gamma_0.0,350,spike,3.5,1.0,9.414207103551776
TDist,log,gamma_0.25,350,spike,3.5,1.0,7.473309608540926
TDist,log,gamma_0.45,350,spike,3.5,1.0,7.112513144058886
TDist,log,log,350,spike,3.5,1.0,16.7175
TDist,log,gamma_0.0,350,spike,4.0,1.0,9.13856928464232
TDist,log,gamma_0.25,350,spike,4.0,1.0,7.267676767676767
TDist,log,gamma_0.45,350,spike,4.0,1.0,6.931782125859334
TDist,log,log,350,spike,4.0,1.0,16.1555
TDist,log,gamma_0.0,450,inflation,1.1,1.0,74.65051020408163
TDist,log,gamma_0.25,450,inflation,1.1,1.0,79.10225485055061
TDist,log,gamma_0.45,450,inflation,1.1,0.999,102.86723768736617
TDist,log,log,450,inflation,1.1,1.0,123.8015
TDist,log,gamma_0.0,450,inflation,1.2,1.0,33.34121274409044
TDist,log,gamma_0.25,450,inflation,1.2,1.0,33.352879027997886
TDist,log,gamma_0.45,450,inflation,1.2,1.0,39.1672131147541
TDist,log,log,450,inflation,1.2,1.0,53.98649324662331
TDist,log,gamma_0.0,450,inflation,1.3,1.0,21.062244897959182
TDist,log,gamma_0.25,450,inflation,1.3,1.0,20.883123689727462
TDist,log,gamma_0.45,450,inflation,1.3,1.0,24.021138211382112
TDist,log,log,450,inflation,1.3,1.0,34.567
TDist,log,gamma_0.0,450,inflation,1.4,1.0,15.778347870702925
TDist,log,gamma_0.25,450,inflation,1.4,1.0,15.551961823966066
TDist,log,gamma_0.45,450,inflation,1.4,1.0,17.633986928104576
TDist,log,log,450,inflation,1.4,1.0,25.62212212212212
TDist,log,gamma_0.0,450,inflation,1.5,1.0,13.03848127244741
TDist,log,gamma_0.25,450,inflation,1.5,1.0,12.840105540897097
TDist,log,gamma_0.45,450,inflation,1.5,1.0,14.43410435718128
TDist,log,log,450,inflation,1.5,1.0,20.844
TDist,log,gamma_0.0,450,ar1,0.1,1.0,6.723502304147465
TDist,log,gamma_0.25,450,ar1,0.1,1.0,6.586842105263158
TDist,log,gamma_0.45,450,ar1,0.1,1.0,7.358265582655827
TDist,log,log,450,ar1,0.1,1.0,10.7185
TDist,log,gamma_0.0,450,ar1,0.3,1.0,6.743852459016393
TDist,log,gamma_0.25,450,ar1,0.3,1.0,6.573452256033578
TDist,log,gamma_0.45,450,ar1,0.3,1.0,7.356451612903226
TDist,log,log,450,ar1,0.3,1.0,10.7125
TDist,log,gamma_0.0,450,ar1,0.5,1.0,6.827323514474353
TDist,log,gamma_0.25,450,ar1,0.5,1.0,6.682939632545931
TDist,log,gamma_0.45,450,ar1,0.5,1.0,7.431034482758621
TDist,log,log,450,ar1,0.5,1.0,10.8625
TDist,log,gamma_0.0,450,ar1,0.7,1.0,6.972293483837865
TDist,log,gamma_0.25,450,ar1,0.7,1.0,6.8319194061505835
TDist,log,gamma_0.45,450,ar1,0.7,1.0,7.617775354416576
TDist,log,log,450,ar1,0.7,1.0,10.9675
TDist,log,gamma_0.0,450,ar1,0.9,1.0,7.081925243215566
TDist,log,gamma_0.25,450,ar1,0.9,1.0,6.890575916230366
TDist,log,gamma_0.45,450,ar1,0.9,1.0,7.741296197107659
TDist,log,log,450,ar1,0.9,1.0,11.45
TDist,log,gamma_0.0,450,spike,2.0,1.0,12.029591836734694
TDist,log,gamma_0.25,450,spike,2.0,1.0,11.776846516500786
TDist,log,gamma_0.45,450,spike,2.0,1.0,13.373247033441208
TDist,log,log,450,spike,2.0,1.0,19.439
TDist,log,gamma_0.0,450,spike,2.5,1.0,11.65122199592668
TDist,log,gamma_0.25,450,spike,2.5,1.0,11.46806282722513
TDist,log,gamma_0.45,450,spike,2.5,1.0,12.988691437802908
TDist,log,log,450,spike,2.5,1.0,18.848924462231114
TDist,log,gamma_0.0,450,spike,3.0,1.0,11.264044943820224
TDist,log,gamma_0.25,450,spike,3.0,1.0,11.065366367949395
TDist,log,gamma_0.45,450,spike,3.0,1.0,12.450080949811117
TDist,log,log,450,spike,3.0,1.0,18.133566783391696
TDist,log,gamma_0.0,450,spike,3.5,1.0,10.95507912200102
TDist,log,gamma_0.25,450,spike,3.5,1.0,10.74698795180723
TDist,log,gamma_0.45,450,spike,3.5,1.0,12.033528472591804
TDist,log,log,450,spike,3.5,1.0,17.5165
TDist,log,gamma_0.0,450,spike,4.0,1.0,10.430541368743617
TDist,log,gamma_0.25,450,spike,4.0,1.0,10.22715404699739
TDist,log,gamma_0.45,450,spike,4.0,1.0,11.4866452991453
TDist,log,log,450,spike,4.0,1.0,16.794897448724363
TDist,log,gamma_0.0,550,inflation,1.1,1.0,88.25357331921651
TDist,log,gamma_0.25,550,inflation,1.1,1.0,100.53858607663248
TDist,log,gamma_0.45,550,inflation,1.1,0.9935,136.89355895196508
TDist,log,log,550,inflation,1.1,1.0,128.56312625250501
TDist,log,gamma_0.0,550,inflation,1.2,1.0,39.10208333333333
TDist,log,gamma_0.25,550,inflation,1.2,1.0,42.343965975544926
TDist,log,gamma_0.45,550,inflation,1.2,1.0,52.89790435249866
TDist,log,log,550,inflation,1.2,1.0,57.1975987993997
TDist,log,gamma_0.0,550,inflation,1.3,1.0,24.897328444211627
TDist,log,gamma_0.25,550,inflation,1.3,1.0,26.654255319148938
TDist,log,gamma_0.45,550,inflation,1.3,1.0,32.62291554599247
TDist,log,log,550,inflation,1.3,1.0,36.53453453453454
TDist,log,gamma_0.0,550,inflation,1.4,1.0,18.512079831932773
TDist,log,gamma_0.25,550,inflation,1.4,1.0,19.720967741935485
TDist,log,gamma_0.45,550,inflation,1.4,1.0,23.892584514721918
TDist,log,log,550,inflation,1.4,1.0,27.03753753753754
TDist,log,gamma_0.0,550,inflation,1.5,1.0,15.074306645735216
TDist,log,gamma_0.25,550,inflation,1.5,1.0,15.981924508240297
TDist,log,gamma_0.45,550,inflation,1.5,1.0,19.223113964687
TDist,log,log,550,inflation,1.5,1.0,21.991495747873937
TDist,log,gamma_0.0,550,ar1,0.1,1.0,7.872318158032444
TDist,log,gamma_0.25,550,ar1,0.1,1.0,8.308021390374332
TDist,log,gamma_0.45,550,ar1,0.1,1.0,9.859782608695653
TDist,log,log,550,ar1,0.1,1.0,11.3295
TDist,log,gamma_0.0,550,ar1,0.3,1.0,7.698795180722891
TDist,log,gamma_0.25,550,ar1,0.3,1.0,8.143164693218514
TDist,log,gamma_0.45,550,ar1,0.3,1.0,9.67247007616975
TDist,log,log,550,ar1,0.3,1.0,11.177588794397199
TDist,log,gamma_0.0,550,ar1,0.5,1.0,7.866492146596858
TDist,log,gamma_0.25,550,ar1,0.5,1.0,8.300908605024052
TDist,log,gamma_0.45,550,ar1,0.5,1.0,9.888524590163934
TDist,log,log,550,ar1,0.5,1.0,11.34934934934935
TDist,log,gamma_0.0,550,ar1,0.7,1.0,7.98844537815126
TDist,log,gamma_0.25,550,ar1,0.7,1.0,8.450513791238507
TDist,log,gamma_0.45,550,ar1,0.7,1.0,9.984048404840484
TDist,log,log,550,ar1,0.7,1.0,11.471679197994987
TDist,log,gamma_0.0,550,ar1,0.9,1.0,8.245273109243698
TDist,log,gamma_0.25,550,ar1,0.9,1.0,8.730583824317087
TDist,log,gamma_0.45,550,ar1,0.9,1.0,10.4
TDist,log,log,550,ar1,0.9,1.0,11.973473473473474
TDist,log,gamma_0.0,550,spike,2.0,1.0,14.292105263157895
TDist,log,gamma_0.25,550,spike,2.0,1.0,15.205850487540628
TDist,log,gamma_0.45,550,spike,2.0,1.0,18.242140099282956
TDist,log,log,550,spike,2.0,1.0,20.755377688844423
TDist,log,gamma_0.0,550,spike,2.5,1.0,14.118972746331236
TDist,log,gamma_0.25,550,spike,2.5,1.0,14.926163723916533
TDist,log,gamma_0.45,550,spike,2.5,1.0,17.872074033750682
TDist,log,log,550,spike,2.5,1.0,20.332
TDist,log,gamma_0.0,550,spike,3.0,1.0,13.09763779527559
TDist,log,gamma_0.25,550,spike,3.0,1.0,13.889721627408994
TDist,log,gamma_0.45,550,spike,3.0,1.0,16.72662657189721
TDist,log,log,550,spike,3.0,1.0,19.10960960960961
TDist,log,gamma_0.0,550,spike,3.5,1.0,12.547743966421827
TDist,log,gamma_0.25,550,spike,3.5,1.0,13.289318303811058
TDist,log,gamma_0.45,550,spike,3.5,1.0,15.997264770240701
TDist,log,log,550,spike,3.5,1.0,18.269539078156313
TDist,log,gamma_0.0,550,spike,4.0,1.0,12.066561844863731
TDist,log,gamma_0.25,550,spike,4.0,1.0,12.813841201716738
TDist,log,gamma_0.45,550,spike,4.0,1.0,15.325720500271887
TDist,log,log,550,spike,4.0,1.0,17.54964894684052
TDist,mix,gamma_0.0,350,inflation,1.1,0.99,112.58888888888889
TDist,mix,gamma_0.25,350,inflation,1.1,0.9815,105.19700103412616
TDist,mix,gamma_0.45,350,inflation,1.1,0.938,121.22808022922636
TDist,mix,log,350,inflation,1.1,0.9605,214.67412805830295
TDist,mix,gamma_0.0,350,inflation,1.2,1.0,41.41320660330165
TDist,mix,gamma_0.25,350,inflation,1.2,1.0,35.31753312945973
TDist,mix,gamma_0.45,350,inflation,1.2,1.0,36.1807486631016
TDist,mix,log,350,inflation,1.2,1.0,75.3685
TDist,mix,gamma_0.0,350,inflation,1.3,1.0,25.371685842921462
TDist,mix,gamma_0.25,350,inflation,1.3,1.0,21.069979716024342
TDist,mix,gamma_0.45,350,inflation,1.3,1.0,20.79946949602122
TDist,mix,log,350,inflation,1.3,1.0,45.1575
TDist,mix,gamma_0.0,350,inflation,1.4,1.0,18.642
TDist,mix,gamma_0.25,350,inflation,1.4,1.0,15.18499746578814
TDist,mix,gamma_0.45,350,inflation,1.4,1.0,14.85404547858276
TDist,mix,log,350,inflation,1.4,1.0,32.7925
TDist,mix,gamma_0.0,350,inflation,1.5,1.0,14.70691382765531
TDist,mix,gamma_0.25,350,inflation,1.5,1.0,11.953713123092573
TDist,mix,gamma_0.45,350,inflation,1.5,1.0,11.562268150503444
TDist,mix,log,350,inflation,1.5,1.0,25.605
TDist,mix,gamma_0.0,350,ar1,0.1,1.0,7.457
TDist,mix,gamma_0.25,350,ar1,0.1,1.0,6.0588832487309645
TDist,mix,gamma_0.45,350,ar1,0.1,1.0,5.768325307651151
TDist,mix,log,350,ar1,0.1,1.0,12.5645
TDist,mix,gamma_0.0,350,ar1,0.3,1.0,7.387387387387387
TDist,mix,gamma_0.25,350,ar1,0.3,1.0,5.939838220424671
TDist,mix,gamma_0.45,350,ar1,0.3,1.0,5.674307036247335
TDist,mix,log,350,ar1,0.3,1.0,12.476
TDist,mix,gamma_0.0,350,ar1,0.5,1.0,7.451225612806403
TDist,mix,gamma_0.25,350,ar1,0.5,1.0,6.043566362715299
TDist,mix,gamma_0.45,350,ar1,0.5,1.0,5.783740701381509
TDist,mix,log,350,ar1,0.5,1.0,12.5935
TDist,mix,gamma_0.0,350,ar1,0.7,1.0,7.534767383691846
TDist,mix,gamma_0.25,350,ar1,0.7,1.0,6.115111561866126
TDist,mix,gamma_0.45,350,ar1,0.7,1.0,5.835978835978836
TDist,mix,log,350,ar1,0.7,1.0,12.6365
TDist,mix,gamma_0.0,350,ar1,0.9,1.0,7.507007007007007
TDist,mix,gamma_0.25,350,ar1,0.9,1.0,6.088504577822991
TDist,mix,gamma_0.45,350,ar1,0.9,1.0,5.836528221512247
TDist,mix,log,350,ar1,0.9,1.0,12.8015
TDist,mix,gamma_0.0,350,spike,2.0,1.0,13.904
TDist,mix,gamma_0.25,350,spike,2.0,1.0,11.26126582278481
TDist,mix,gamma_0.45,350,spike,2.0,1.0,10.843386243386243
TDist,mix,log,350,spike,2.0,1.0,24.1655
TDist,mix,gamma_0.0,350,spike,2.5,1.0,13.334167083541772
TDist,mix,gamma_0.25,350,spike,2.5,1.0,10.871392405063292
TDist,mix,gamma_0.45,350,spike,2.5,1.0,10.422914466737064
TDist,mix,log,350,spike,2.5,1.0,23.171
TDist,mix,gamma_0.0,350,spike,3.0,1.0,12.83274912368553
TDist,mix,gamma_0.25,350,spike,3.0,1.0,10.417811704834605
TDist,mix,gamma_0.45,350,spike,3.0,1.0,10.058071390516782
TDist,mix,log,350,spike,3.0,1.0,22.101
TDist,mix,gamma_0.0,350,spike,3.5,1.0,12.323823823823824
TDist,mix,gamma_0.25,350,spike,3.5,1.0,9.975164723770908
TDist,mix,gamma_0.45,350,spike,3.5,1.0,9.626326963906582
TDist,mix,log,350,spike,3.5,1.0,21.2125
TDist,mix,gamma_0.0,350,spike,4.0,1.0,11.774774774774775
TDist,mix,gamma_0.25,350,spike,4.0,1.0,9.5068842427333
TDist,mix,gamma_0.45,350,spike,4.0,1.0,9.128068303094985
TDist,mix,log,350,spike,4.0,1.0,20.255
TDist,mix,gamma_0.0,450,inflation,1.1,0.992,136.75846153846155
TDist,mix,gamma_0.25,450,inflation,1.1,0.978,148.72951258703802
TDist,mix,gamma_0.45,450,inflation,1.1,0.886,187.3182382133995
TDist,mix,log,450,inflation,1.1,0.972,212.87911522633746
TDist,mix,gamma_0.0,450,inflation,1.2,1.0,50.993367346938776
TDist,mix,gamma_0.25,450,inflation,1.2,1.0,51.966998428496595
TDist,mix,gamma_0.45,450,inflation,1.2,1.0,61.976073953235456
TDist,mix,log,450,inflation,1.2,1.0,81.542
TDist,mix,gamma_0.0,450,inflation,1.3,1.0,31.965937976614132
TDist,mix,gamma_0.25,450,inflation,1.3,1.0,31.81009365244537
TDist,mix,gamma_0.45,450,inflation,1.3,1.0,36.8735199138859
TDist,mix,log,450,inflation,1.3,1.0,50.3245
TDist,mix,gamma_0.0,450,inflation,1.4,1.0,23.325831202046036
TDist,mix,gamma_0.25,450,inflation,1.4,1.0,23.08597046413502
TDist,mix,gamma_0.45,450,inflation,1.4,1.0,26.305103148751357
TDist,mix,log,450,inflation,1.4,1.0,36.3185
TDist,mix,gamma_0.0,450,inflation,1.5,1.0,18.251776649746194
TDist,mix,gamma_0.25,450,inflation,1.5,1.0,18.0
TDist,mix,gamma_0.45,450,inflation,1.5,1.0,20.264436049649216
TDist,mix,log,450,inflation,1.5,1.0,28.541
TDist,mix,gamma_0.0,450,ar1,0.1,1.0,9.246932515337424
TDist,mix,gamma_0.25,450,ar1,0.1,1.0,9.013144058885384
TDist,mix,gamma_0.45,450,ar1,0.1,1.0,9.974288840262583
TDist,mix,log,450,ar1,0.1,1.0,14.1015
TDist,mix,gamma_0.0,450,ar1,0.3,1.0,9.207142857142857
TDist,mix,gamma_0.25,450,ar1,0.3,1.0,8.940463645943098
TDist,mix,gamma_0.45,450,ar1,0.3,1.0,9.927352779306549
TDist,mix,log,450,ar1,0.3,1.0,14.0245
TDist,mix,gamma_0.0,450,ar1,0.5,1.0,9.29351710056151
TDist,mix,gamma_0.25,450,ar1,0.5,1.0,9.03953610964681
TDist,mix,gamma_0.45,450,ar1,0.5,1.0,10.021195652173914
TDist,mix,log,450,ar1,0.5,1.0,14.21710855427714
TDist,mix,gamma_0.0,450,ar1,0.7,1.0,9.173625254582484
TDist,mix,gamma_0.25,450,ar1,0.7,1.0,8.969398340248963
TDist,mix,gamma_0.45,450,ar1,0.7,1.0,9.889304812834224
TDist,mix,log,450,ar1,0.7,1.0,14.02
TDist,mix,gamma_0.0,450,ar1,0.9,1.0,9.381855458739109
TDist,mix,gamma_0.25,450,ar1,0.9,1.0,9.159389794844818
TDist,mix,gamma_0.45,450,ar1,0.9,1.0,10.114549402823018
TDist,mix,log,450,ar1,0.9,1.0,14.352676338169085
TDist,mix,gamma_0.0,450,spike,2.0,1.0,17.65784114052953
TDist,mix,gamma_0.25,450,spike,2.0,1.0,17.35456919060052
TDist,mix,gamma_0.45,450,spike,2.0,1.0,19.480903711672944
TDist,mix,log,450,spike,2.0,1.0,27.28
TDist,mix,gamma_0.0,450,spike,2.5,1.0,16.981753674607198
TDist,mix,gamma_0.25,450,spike,2.5,1.0,16.673629242819842
TDist,mix,gamma_0.45,450,spike,2.5,1.0,18.712137486573578
TDist,mix,log,450,spike,2.5,1.0,26.072036018009005
TDist,mix,gamma_0.0,450,spike,3.0,1.0,16.062595419847327
TDist,mix,gamma_0.25,450,spike,3.0,1.0,15.74581589958159
TDist,mix,gamma_0.45,450,spike,3.0,1.0,17.77391304347826
TDist,mix,log,450,spike,3.0,1.0,24.8035
TDist,mix,gamma_0.0,450,spike,3.5,1.0,15.258620689655173
TDist,mix,gamma_0.25,450,spike,3.5,1.0,14.89655172413793
TDist,mix,gamma_0.45,450,spike,3.5,1.0,16.72904272579773
TDist,mix,log,450,spike,3.5,1.0,23.5815
TDist,mix,gamma_0.0,450,spike,4.0,1.0,14.781218274111675
TDist,mix,gamma_0.25,450,spike,4.0,1.0,14.426100628930818
TDist,mix,gamma_0.45,450,spike,4.0,1.0,16.23030634573304
TDist,mix,log,450,spike,4.0,1.0,22.8355
TDist,mix,gamma_0.0,550,inflation,1.1,0.9795,156.52648305084745
TDist,mix,gamma_0.25,550,inflation,1.1,0.944,177.53149606299212
TDist,mix,gamma_0.45,550,inflation,1.1,0.7765,223.56512455516014
TDist,mix,log,550,inflation,1.1,0.9485,212.47232472324723
TDist,mix,gamma_0.0,550,inflation,1.2,1.0,62.42209484106306
TDist,mix,gamma_0.25,550,inflation,1.2,1.0,68.2807486631016
TDist,mix,gamma_0.45,550,inflation,1.2,1.0,86.24355458036204
TDist,mix,log,550,inflation,1.2,1.0,88.54677338669335
TDist,mix,gamma_0.0,550,inflation,1.3,1.0,38.80083638264506
TDist,mix,gamma_0.25,550,inflation,1.3,1.0,41.52171581769437
TDist,mix,gamma_0.45,550,inflation,1.3,1.0,50.64336818932306
TDist,mix,log,550,inflation,1.3,1.0,55.3815
TDist,mix,gamma_0.0,550,inflation,1.4,1.0,28.4443864229765
TDist,mix,gamma_0.25,550,inflation,1.4,1.0,30.22792937399679
TDist,mix,gamma_0.45,550,inflation,1.4,1.0,36.19825232113599
TDist,mix,log,550,inflation,1.4,1.0,40.05858788182273
TDist,mix,gamma_0.0,550,inflation,1.5,1.0,22.7921875
TDist,mix,gamma_0.25,550,inflation,1.5,1.0,24.0414673046252
TDist,mix,gamma_0.45,550,inflation,1.5,1.0,28.62975027144408
TDist,mix,log,550,inflation,1.5,1.0,32.051
